origin,path,line,text
repository,mlkem/src/poly_k.h,408,"  requires(memory_no_alias(r, sizeof(mlk_polyvec)))"
repository,mlkem/src/poly_k.h,409,"  assigns(memory_slice(r, sizeof(mlk_polyvec)))"
repository,mlkem/src/poly_k.h,410,"  ensures(forall(k0, 0, MLKEM_K,"
repository,mlkem/src/poly_k.h,433,__contract__(
repository,mlkem/src/poly_k.h,434,"  requires(memory_no_alias(r, sizeof(mlk_polyvec)))"
repository,mlkem/src/poly_k.h,435,"  requires(memory_no_alias(b, sizeof(mlk_polyvec)))"
repository,mlkem/src/poly_k.h,436,"  requires(forall(j0, 0, MLKEM_K,"
repository,mlkem/src/poly_k.h,439,"  requires(forall(j1, 0, MLKEM_K,"
repository,mlkem/src/poly_k.h,442,"  assigns(memory_slice(r, sizeof(mlk_polyvec)))"
repository,mlkem/src/poly_k.h,460,__contract__(
repository,mlkem/src/poly_k.h,461,"  requires(memory_no_alias(r, sizeof(mlk_polyvec)))"
repository,mlkem/src/poly_k.h,462,"  assigns(memory_slice(r, sizeof(mlk_polyvec)))"
repository,mlkem/src/poly_k.h,463,"  ensures(forall(j, 0, MLKEM_K,"
repository,mlkem/src/poly_k.h,494,__contract__(
repository,mlkem/src/poly_k.h,495,"  requires(memory_no_alias(seed, MLKEM_SYMBYTES))"
repository,mlkem/src/poly_k.h,496,"  requires(memory_no_alias(r0, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,497,"  requires(memory_no_alias(r1, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,498,"  requires(memory_no_alias(r2, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,499,"  requires(r3 == NULL || memory_no_alias(r3, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,500,"  assigns(memory_slice(r0, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,501,"  assigns(memory_slice(r1, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,502,"  assigns(memory_slice(r2, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,503,"  assigns(r3 != NULL: memory_slice(r3, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,504,"  ensures(array_abs_bound(r0->coeffs,0, MLKEM_N, MLKEM_ETA1 + 1))"
repository,mlkem/src/poly_k.h,505,"  ensures(array_abs_bound(r1->coeffs,0, MLKEM_N, MLKEM_ETA1 + 1))"
repository,mlkem/src/poly_k.h,506,"  ensures(array_abs_bound(r2->coeffs,0, MLKEM_N, MLKEM_ETA1 + 1))"
repository,mlkem/src/poly_k.h,507,"  ensures(r3 != NULL ==> array_abs_bound(r3->coeffs,0, MLKEM_N, MLKEM_ETA1 + 1))"
repository,mlkem/src/poly_k.h,538,__contract__(
repository,mlkem/src/poly_k.h,539,"  requires(memory_no_alias(r, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,540,"  requires(memory_no_alias(seed, MLKEM_SYMBYTES))"
repository,mlkem/src/poly_k.h,541,"  assigns(memory_slice(r, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,542,"  ensures(array_abs_bound(r->coeffs, 0, MLKEM_N, MLKEM_ETA2 + 1))"
repository,mlkem/src/poly_k.h,576,__contract__(
repository,mlkem/src/poly_k.h,577,"  requires(memory_no_alias(r0, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,578,"  requires(memory_no_alias(r1, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,579,"  requires(memory_no_alias(r2, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,580,"  requires(memory_no_alias(r3, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,581,"  requires(memory_no_alias(seed, MLKEM_SYMBYTES))"
repository,mlkem/src/poly_k.h,582,"  assigns(memory_slice(r0, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,583,"  assigns(memory_slice(r1, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,584,"  assigns(memory_slice(r2, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,585,"  assigns(memory_slice(r3, sizeof(mlk_poly)))"
repository,mlkem/src/poly_k.h,586,"  ensures(array_abs_bound(r0->coeffs,0, MLKEM_N, MLKEM_ETA1 + 1)"
repository,proofs/cbmc/README.md,15,"For example, these are the specification and proof of the `poly_add` function:"
repository,proofs/cbmc/README.md,17,"void mlk_poly_add(mlk_poly *r, const mlk_poly *b)"
repository,proofs/cbmc/README.md,18,__contract__(
repository,proofs/cbmc/README.md,19,"  requires(memory_no_alias(r, sizeof(mlk_poly)))"
repository,proofs/cbmc/README.md,20,"  requires(memory_no_alias(b, sizeof(mlk_poly)))"
repository,proofs/cbmc/README.md,21,"  requires(forall(k0, 0, MLKEM_N, (int32_t) r->coeffs[k0] + b->coeffs[k0] <= INT16_MAX))"
repository,proofs/cbmc/README.md,22,"  requires(forall(k1, 0, MLKEM_N, (int32_t) r->coeffs[k1] + b->coeffs[k1] >= INT16_MIN))"
repository,proofs/cbmc/README.md,23,"  ensures(forall(k, 0, MLKEM_N, r->coeffs[k] == old(*r).coeffs[k] + b->coeffs[k]))"
repository,proofs/cbmc/README.md,24,"  assigns(memory_slice(r, sizeof(mlk_poly)))"
repository,proofs/cbmc/README.md,29,"void mlk_poly_add(mlk_poly *r, const mlk_poly *b)"
repository,proofs/cbmc/README.md,33,  __loop__(
repository,proofs/cbmc/README.md,34,    invariant(i <= MLKEM_N)
repository,proofs/cbmc/README.md,35,"    invariant(forall(k0, i, MLKEM_N, r->coeffs[k0] == loop_entry(*r).coeffs[k0]))"
repository,proofs/cbmc/README.md,36,"    invariant(forall(k1, 0, i, r->coeffs[k1] == loop_entry(*r).coeffs[k1] + b->coeffs[k1])))"
repository,proofs/cbmc/indcpa_enc/Makefile,33,USE_FUNCTION_CONTRACTS += mlk_poly_add
repository,proofs/cbmc/poly_add/Makefile,11,PROOF_UID = mlk_poly_add
repository,proofs/cbmc/poly_add/Makefile,22,CHECK_FUNCTION_CONTRACTS=mlk_poly_add
repository,proofs/cbmc/poly_add/Makefile,31,FUNCTION_NAME = mlk_poly_add
repository,proofs/cbmc/poly_add/poly_add_harness.c,10,"  mlk_poly_add(r, b);"
repository,proofs/cbmc/polyvec_add/Makefile,22,USE_FUNCTION_CONTRACTS=mlk_poly_add
repository,proofs/cbmc/proof_guide.md,43,  requires(...)
repository,proofs/cbmc/proof_guide.md,45,  requires(...)
repository,proofs/cbmc/proof_guide.md,46,  assigns(...)
repository,proofs/cbmc/proof_guide.md,47,  ensures(...)
repository,proofs/cbmc/proof_guide.md,49,  ensures(...)
repository,proofs/cbmc/proof_guide.md,54,arbitrary number of `ensures(...)` clauses specifies the post-condition. One also needs an `assigns(...)` clause
repository,proofs/cbmc/proof_guide.md,65,"reduce it as much as possible in mlkem-native. For example, rather than having `mlk_poly_add(dst, src0, src1)` where `dst`"
repository,proofs/cbmc/proof_guide.md,66,"may overlap with `src0` or `src1`, we only have a destructive `mlk_poly_add(dst, src)` implementing `dst += src`, thereby"
repository,proofs/cbmc/proof_guide.md,105,__contract__(
repository,proofs/cbmc/proof_guide.md,106,  requires(len * sizeof(t) <= MLK_MAX_BUFFER_SIZE)
repository,proofs/cbmc/proof_guide.md,107,"  requires(memory_no_alias(p, len * sizeof(t)))"
repository,proofs/cbmc/proof_guide.md,113,"The most common way to specify memory footprint in `assigns(...)` clauses is via `memory_slice(ptr, len)`. This asserts"
repository,proofs/cbmc/proof_guide.md,117,"with care: If a function precondition specifies `requires(memory_no_alias(ptr, 42))` and `assigns(object_whole(ptr))`"
repository,proofs/cbmc/proof_guide.md,124,"If you need to specify a quantified condition for use in `ensures(...)` or `requires(...)`, you can use the"
repository,proofs/cbmc/proof_guide.md,136,Loop invariants are specified using `__loop__(...)` as follows:
repository,proofs/cbmc/proof_guide.md,140,__loop__(
repository,proofs/cbmc/proof_guide.md,141,  assigns(...)
repository,proofs/cbmc/proof_guide.md,142,  invariant(...)
repository,proofs/cbmc/proof_guide.md,144,  invariant(...))
repository,proofs/cbmc/proof_guide.md,150,"Here, one or more `invariant(...)` clauses describe the invariant maintained by the loop body. As for function"
repository,proofs/cbmc/proof_guide.md,151,"contracts, `assigns(...)` captures the footprint of the loop body."
repository,proofs/cbmc/proof_guide.md,172,__loop__(
repository,proofs/cbmc/proof_guide.md,173,"  assigns(i, ...)   /* plus whatever else S does */"
repository,proofs/cbmc/proof_guide.md,174,  invariant(i <= C) /* Counter invariant */
repository,proofs/cbmc/proof_guide.md,175,  invariant(...)    /* Further invariants */
repository,proofs/cbmc/proof_guide.md,176,  decreases(C - i))
repository,proofs/cbmc/proof_guide.md,194,__contract__(
repository,proofs/cbmc/proof_guide.md,195,"  requires(memory_no_alias(dst, len))"
repository,proofs/cbmc/proof_guide.md,196,  assigns(object_whole(dst)));
repository,proofs/cbmc/proof_guide.md,210,    __loop__(
repository,proofs/cbmc/proof_guide.md,211,"      assigns(i, object_whole(dst))"
repository,proofs/cbmc/proof_guide.md,212,      invariant(i <= len)
repository,proofs/cbmc/proof_guide.md,213,      decreases(len - i))
repository,proofs/cbmc/proof_guide.md,231,__contract__(
repository,proofs/cbmc/proof_guide.md,232,"  requires(memory_no_alias(dst, len))"
repository,proofs/cbmc/proof_guide.md,233,  assigns(object_whole(dst))
repository,proofs/cbmc/proof_guide.md,234,"  ensures(forall(k, 0, len, dst[k] == 0)));"
repository,proofs/cbmc/proof_guide.md,245,    __loop__(
repository,proofs/cbmc/proof_guide.md,246,"      assigns(i, object_whole(dst))"
repository,proofs/cbmc/proof_guide.md,247,      invariant(i <= len)
repository,proofs/cbmc/proof_guide.md,248,"      invariant(forall(j, 0, i, dst[j] == 0))"
repository,proofs/cbmc/proof_guide.md,249,      decreases(len - i))
repository,proofs/cbmc/proof_guide.md,261,"Note that the invariant `invariant(forall(j, 0, i, dst[j] == 0))` is vacuous at loop entry, where `i == 0` and the"
repository,proofs/cbmc/proof_guide.md,404,"requires(memory_no_alias(x, sizeof(s));"
repository,proofs/cbmc/proof_guide.md,422,"`__contract__(...)` in the `.c` file at point of definition. As mentioned before, the pattern is as follows:"
repository,proofs/cbmc/proof_guide.md,426,__contract__(
repository,proofs/cbmc/proof_guide.md,427,  requires()
repository,proofs/cbmc/proof_guide.md,428,  assigns()
repository,proofs/cbmc/proof_guide.md,429,  ensures());
repository,proofs/cbmc/proof_guide.md,436,__contract__(
repository,proofs/cbmc/proof_guide.md,437,  requires()
repository,proofs/cbmc/proof_guide.md,438,  assigns()
repository,proofs/cbmc/proof_guide.md,439,  ensures())
repository,proofs/cbmc/proof_guide.md,449,"If XXX contains no loop statements, then you might be able to just skip this step. Otherwise, add `__loop__(...)`"
repository,proofs/cbmc/proof_guide.md,560,__contract__(
repository,proofs/cbmc/proof_guide.md,561,"  requires(memory_no_alias(a, sizeof(mlk_poly)))"
repository,proofs/cbmc/proof_guide.md,562,"  requires(array_bound(a->coeffs, 0, MLKEM_N, 0, MLKEM_Q))"
repository,proofs/cbmc/proof_guide.md,563,  assigns(object_whole(r)));
repository,proofs/cbmc/proof_guide.md,589,  __loop__(
repository,proofs/cbmc/proof_guide.md,590,"    assigns(i, object_whole(r))"
repository,proofs/cbmc/proof_guide.md,591,    invariant(i <= MLKEM_N / 2)
repository,proofs/cbmc/proof_guide.md,592,    decreases(MLKEM_N / 2 - i))
repository,test/bench/bench_components_mlkem.c,166,  /* mlk_poly_add */
repository,test/bench/bench_components_mlkem.c,167,"  BENCH(""mlk_poly_add"", mlk_poly_add((mlk_poly *)data0, (mlk_poly *)data1))"
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,2," * Clean-room, FIPS-domain, relational CBMC harness for mlk_poly_add"
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,11, *   - does not require or invoke an existing mlk_poly_add harness;
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,68,"  __CPROVER_assert(MLKEM_N == 256,"
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,70,"  __CPROVER_assert(MLKEM_Q == 3329,"
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,86,    __CPROVER_assume(a.coeffs[i] >= 0);
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,87,    __CPROVER_assume(a.coeffs[i] < MLKEM_Q);
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,89,    __CPROVER_assume(b.coeffs[i] >= 0);
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,90,    __CPROVER_assume(b.coeffs[i] < MLKEM_Q);
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,114,"  mlk_poly_add(&sum_ab, &b);"
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,115,"  mlk_poly_add(&sum_ba, &a);"
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,116,"  mlk_poly_add(&identity_result, &zero);"
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,128,    __CPROVER_assert(
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,135,    __CPROVER_assert(
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,139,    __CPROVER_assert(
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,147,     * mlk_poly_add intentionally need not reduce its stored coefficient.
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,150,    __CPROVER_assert(
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,158,    __CPROVER_assert(
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,162,    __CPROVER_assert(
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,166,    __CPROVER_assert(
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,173,    __CPROVER_assert(
authored,cleanroom_mlk_poly_add_fips_relational_harness_v2.c,180,    __CPROVER_assert(
authored,run_cleanroom_mlk_poly_add_cbmc_v2.sh,3,# Build and verify the independently authored mlk_poly_add harness.
authored,run_cleanroom_mlk_poly_add_cbmc_v2.sh,74,# This keeps the repository's embedded __contract__ and __loop__ annotations
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,3, *         for mlk_poly_add
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,11, *   Verify the portable C mlk_poly_add implementation for every pair of
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,96,"  __CPROVER_assert(MLKEM_N == 256,"
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,98,"  __CPROVER_assert(MLKEM_Q == 3329,"
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,100,"  __CPROVER_assert(INT16_MIN == -32768,"
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,102,"  __CPROVER_assert(INT16_MAX == 32767,"
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,124,    __CPROVER_assume(mathematical_sum >= (int32_t)INT16_MIN);
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,125,    __CPROVER_assume(mathematical_sum <= (int32_t)INT16_MAX);
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,141,"  __CPROVER_assert(&sum_ab != &b,"
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,143,"  __CPROVER_assert(&sum_ba != &a,"
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,145,"  __CPROVER_assert(&identity_result != &zero,"
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,148,"  mlk_poly_add(&sum_ab, &b);"
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,149,"  mlk_poly_add(&sum_ba, &a);"
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,150,"  mlk_poly_add(&identity_result, &zero);"
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,169,    __CPROVER_assert(
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,177,    __CPROVER_assert(
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,185,    __CPROVER_assert(
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,192,    __CPROVER_assert(
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,196,    __CPROVER_assert(
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,200,    __CPROVER_assert(
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,207,    __CPROVER_assert(
authored,pa02_mlk_poly_add_full_signed_contract_valid_harness.c,214,    __CPROVER_assert(
authored,run_pa02_mlk_poly_add_full_signed_cbmc.sh,4,# Verify mlk_poly_add over the complete signed/non-canonical
authored,pa03_mlk_poly_add_unrestricted_negative_control_harness.c,3, *         for mlk_poly_add
authored,pa03_mlk_poly_add_unrestricted_negative_control_harness.c,54,  __CPROVER_assert(
authored,pa03_mlk_poly_add_unrestricted_negative_control_harness.c,58,  __CPROVER_assert(
authored,pa03_mlk_poly_add_unrestricted_negative_control_harness.c,62,  __CPROVER_assert(
authored,pa03_mlk_poly_add_unrestricted_negative_control_harness.c,66,  __CPROVER_assert(
authored,pa03_mlk_poly_add_unrestricted_negative_control_harness.c,95,  __CPROVER_assert(
authored,pa03_mlk_poly_add_unrestricted_negative_control_harness.c,102,"  mlk_poly_add(&result, &b);"
authored,pa03_mlk_poly_add_unrestricted_negative_control_harness.c,120,    __CPROVER_assert(
authored,pa03_mlk_poly_add_unrestricted_negative_control_harness.c,129,    __CPROVER_assert(
authored,run_pa03_mlk_poly_add_unrestricted_negative_control.sh,4,# Unrestricted signed-domain negative control for mlk_poly_add.
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,2, * PA-04A: Safe-domain aliasing diagnostic for mlk_poly_add
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,55,  __CPROVER_assert(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,59,  __CPROVER_assert(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,63,  __CPROVER_assert(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,67,  __CPROVER_assert(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,84,    __CPROVER_assume(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,87,    __CPROVER_assume(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,97,"   *   mlk_poly_add(&a, &a)"
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,108,  __CPROVER_assert(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,112,"  mlk_poly_add(r_alias, b_alias);"
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,114,  __CPROVER_assert(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,118,"  mlk_poly_add(&disjoint_accumulator, &disjoint_operand);"
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,136,    __CPROVER_assert(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,140,    __CPROVER_assert(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,144,    __CPROVER_assert(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,148,    __CPROVER_assert(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,152,    __CPROVER_assert(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,157,    __CPROVER_assert(
authored,pa04a_mlk_poly_add_alias_safe_doubling_harness.c,161,    __CPROVER_assert(
authored,pa04b_mlk_poly_add_alias_unrestricted_negative_control_harness.c,2, * PA-04B: Unrestricted aliasing negative control for mlk_poly_add
authored,pa04b_mlk_poly_add_alias_unrestricted_negative_control_harness.c,42,  __CPROVER_assert(
authored,pa04b_mlk_poly_add_alias_unrestricted_negative_control_harness.c,46,  __CPROVER_assert(
authored,pa04b_mlk_poly_add_alias_unrestricted_negative_control_harness.c,50,  __CPROVER_assert(
authored,pa04b_mlk_poly_add_alias_unrestricted_negative_control_harness.c,54,  __CPROVER_assert(
authored,pa04b_mlk_poly_add_alias_unrestricted_negative_control_harness.c,72,  __CPROVER_assert(
authored,pa04b_mlk_poly_add_alias_unrestricted_negative_control_harness.c,76,"  mlk_poly_add(r_alias, b_alias);"
authored,pa04b_mlk_poly_add_alias_unrestricted_negative_control_harness.c,88,    __CPROVER_assert(
authored,run_pa04_mlk_poly_add_aliasing_campaign.sh,3,# PA-04 combined aliasing campaign for mlk_poly_add.
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,2, * PA-05A: Production caller verification for the mlk_poly_add call inside
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,7, *   mlk_poly_add arithmetic and object-separation obligations for every
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,12, * which in turn directly calls the production mlk_poly_add implementation.
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,40,  __CPROVER_assert(
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,44,  __CPROVER_assert(
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,48,  __CPROVER_assert(
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,52,  __CPROVER_assert(
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,62,    __CPROVER_assert(
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,64,"        ""PA05A_COMPONENT_SEPARATION: each nested mlk_poly_add call uses distinct polynomials"");"
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,75,      __CPROVER_assume(
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,78,      __CPROVER_assume(
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,88,   * mlk_poly_add once for every vector component.
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,100,      __CPROVER_assert(
authored,pa05a_mlk_poly_add_polyvec_production_callsite_harness.c,104,      __CPROVER_assert(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,3," *         mlk_poly_add(v, epp) in mlkem/src/indcpa.c."
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,8, *   sum is representable in int16_t and that production mlk_poly_add is safe
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,59,  __CPROVER_assert(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,63,  __CPROVER_assert(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,67,  __CPROVER_assert(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,71,  __CPROVER_assert(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,75,  __CPROVER_assert(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,87,    __CPROVER_assume(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,89,    __CPROVER_assume(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,95,    __CPROVER_assume(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,97,    __CPROVER_assume(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,107,    __CPROVER_assert(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,111,    __CPROVER_assert(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,122,"  mlk_poly_add(&v, &epp);"
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,130,    __CPROVER_assert(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,134,    __CPROVER_assert(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,138,    __CPROVER_assert(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,143,    __CPROVER_assert(
authored,pa05b_mlk_poly_add_indcpa_epp_callsite_harness.c,148,    __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,4," *         mlk_poly_add(v, epp);"
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,5," *         mlk_poly_add(v, k);"
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,78,  __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,82,  __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,86,  __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,90,  __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,94,  __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,98,  __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,102,  __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,106,  __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,120,    __CPROVER_assume(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,122,    __CPROVER_assume(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,125,    __CPROVER_assume(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,127,    __CPROVER_assume(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,144,    __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,157,    __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,161,    __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,172,    __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,176,    __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,188,"  mlk_poly_add(&v, &epp);"
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,196,    __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,201,"  mlk_poly_add(&v, &k);"
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,210,    __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,214,    __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,218,    __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,222,    __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,227,    __CPROVER_assert(
authored,pa05c_mlk_poly_add_indcpa_k_sequential_callsite_harness.c,234,    __CPROVER_assert(
authored,run_pa05_mlk_poly_add_production_callsites.sh,3,# PA-05 combined production call-site campaign for mlk_poly_add.
authored,run_pa05_mlk_poly_add_production_callsites.sh,9,"#   First indcpa encryption call: mlk_poly_add(v, epp)."
authored,run_pa05_mlk_poly_add_production_callsites.sh,13,"#       mlk_poly_add(v, epp);"
authored,run_pa05_mlk_poly_add_production_callsites.sh,14,"#       mlk_poly_add(v, k);"
authored,run_pa05_mlk_poly_add_production_callsites.sh,296,"  echo ""All three production mlk_poly_add call-site obligations were verified."""
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,3, *         mlk_poly_add calls inside mlk_polyvec_add.
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,11, * directly invokes production mlk_poly_add for each vector component.
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,38,  __CPROVER_assert(
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,42,  __CPROVER_assert(
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,47,  __CPROVER_assert(
authored,pa06a_mlk_poly_add_polyvec_cross_parameter_harness.c,51,  __CPROVER_assert(
