relative_path,stage_key,role,size_bytes,sha256
stages/07_tool_execution/iterations/iteration_00/tool_outputs/tool_pipeline/01_goto_compile_stderr.txt,07_tool_execution,iterations,540,e6b58f1610f115967a0c85b1dd3da0f94f4f5cccf31e42e720f494369af80d82
stages/07_tool_execution/iterations/iteration_00/tool_outputs/tool_pipeline/01_goto_compile_stdout.txt,07_tool_execution,iterations,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/07_tool_execution/iterations/iteration_00/validation/06_pre_execution_semantic_gate.json,07_tool_execution,iterations,642,73eb04c65a662e05fadcc3c34a28ab727931f905e8c7bd85a986ee5fb165b632
stages/07_tool_execution/stage_manifest.json,07_tool_execution,stage_manifest.json,4127,a0eb792598fb20a97a06a992cae2cb415df5f67e91aaeb65100e50513827e180
stages/08_counterexample_analysis/handoff/handoff_manifest.json,08_counterexample_analysis,handoff,3219,863410e2e26618e9e369ae9a1c39946b534b6aba86c5a050107b083af7861ae9
stages/08_counterexample_analysis/iterations/iteration_00/deterministic_reference/07_cbmc_trace_summary.diagnostic.json,08_counterexample_analysis,iterations,1246,8c51676ef2a3cde094d4784ecbee6410ab4a2f084d48f761424cd19cdccd7d3b
stages/08_counterexample_analysis/iterations/iteration_00/deterministic_reference/07_counterexample_analysis.deterministic.json,08_counterexample_analysis,iterations,4948,872d5114805caebd02df33bdb1eed45def28dfcc963ff5eaa4de70dde1183de1
stages/08_counterexample_analysis/iterations/iteration_00/deterministic_reference/07_failure_classification_matrix.deterministic.csv,08_counterexample_analysis,iterations,216,44740921d983afeb5d89e98ecec4ad24204f22379cc3c20751f03a81821e9ce3
stages/08_counterexample_analysis/iterations/iteration_00/deterministic_reference/07_failure_classification_matrix.deterministic.json,08_counterexample_analysis,iterations,1009,313034fc94b3f674aac3e975e980d48f7b6959e97df6543c61f466f04d3a6ebf
stages/08_counterexample_analysis/iterations/iteration_00/deterministic_reference/07_previous_stage_input_status.json,08_counterexample_analysis,iterations,5702,51896536c66f654ec396a0b727279f1e7c53ec437ab31c33bbf295f474a7f049
stages/08_counterexample_analysis/iterations/iteration_00/deterministic_reference/07_repair_action_plan.deterministic.csv,08_counterexample_analysis,iterations,377,7dc26b7217b019d61b90930e67393fb5746e7f56ca23cb4b815d91bc14df3f39
stages/08_counterexample_analysis/iterations/iteration_00/deterministic_reference/07_repair_guidance.deterministic.json,08_counterexample_analysis,iterations,905,0001fde1c915e4eb76dc24661231ca685a3f79734e5a58cdd521a219a1803178
stages/08_counterexample_analysis/iterations/iteration_00/deterministic_reference/07_tool_vs_harness_vs_code_diagnosis.deterministic.json,08_counterexample_analysis,iterations,1425,87db2c5fe156cf794f534d1ad28e707aa771471b46b65e58ab703c1e84d1dc35
stages/08_counterexample_analysis/iterations/iteration_00/handoff/handoff_manifest.json,08_counterexample_analysis,iterations,3219,863410e2e26618e9e369ae9a1c39946b534b6aba86c5a050107b083af7861ae9
stages/08_counterexample_analysis/iterations/iteration_00/llm_authoritative/07_counterexample_analysis.json,08_counterexample_analysis,iterations,29551,dca753548e3970a08a9c7a5b96633edc09166bab0c13b960beba81d6eff36e6b
stages/08_counterexample_analysis/iterations/iteration_00/llm_authoritative/07_repair_action_plan.json,08_counterexample_analysis,iterations,5075,b0e13ff2edf41efab47bb5b6b5734de9089bca514cd7cc26e0efc90aa5e18411
stages/08_counterexample_analysis/iterations/iteration_00/llm_authoritative/07_repair_guidance.json,08_counterexample_analysis,iterations,5723,e1f7f0d3693865768117fce0a8cc5e843fc08532cffc4f2b8646a29b7fba87f4
stages/08_counterexample_analysis/iterations/iteration_00/llm_authoritative/api_responses/attempt_01_response.json,08_counterexample_analysis,iterations,131568,34c17d57a982eadfb57e9747beea52a9a3ce82fb27b9d5082faef683485bd427
stages/08_counterexample_analysis/iterations/iteration_00/logs/08_counterexample_analysis_status.json,08_counterexample_analysis,iterations,34316,86548f56df4987ccf00533cedb7eabc10b2001c831a2f84da11a131cc2003cde
stages/08_counterexample_analysis/iterations/iteration_00/process_logs/counterexample_analysis_stderr.txt,08_counterexample_analysis,iterations,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/08_counterexample_analysis/iterations/iteration_00/process_logs/counterexample_analysis_stdout.txt,08_counterexample_analysis,iterations,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/08_counterexample_analysis/iterations/iteration_00/prompt_package/08_counterexample_analysis_prompt.txt,08_counterexample_analysis,iterations,5509,9a221bdfbcc8db446bf80a99b933530875cd738de1bd316f7cc34ed62d02c48b
stages/08_counterexample_analysis/iterations/iteration_00/prompt_package/api_requests/attempt_01_request.json,08_counterexample_analysis,iterations,277864,51f3f4a7f1842076334fab1829aba27c01ca3be3e86528f1a4e4b75a756733a2
stages/08_counterexample_analysis/iterations/iteration_00/prompt_package/primary_evidence_manifest.json,08_counterexample_analysis,iterations,3963,e50c5d6ecf899d0a0739ec91f4b05bffe8da6a335d326eb6ea14510c2ac99615
stages/08_counterexample_analysis/iterations/iteration_00/prompt_package/primary_evidence_transmission_manifest.json,08_counterexample_analysis,iterations,6827,a51524ea4864a5584c0caa82c0d848a4314f04eb8b8db11a1c243afe8e1d9a56
stages/08_counterexample_analysis/iterations/iteration_00/prompt_package/prior_authoritative_context_bundle.json,08_counterexample_analysis,iterations,28782,ae91b8d2e3dfed9a85d98cbf5afff71f4bd935e3b2ea822cf0ff37fb1a3349e3
stages/08_counterexample_analysis/iterations/iteration_00/prompt_package/prior_authoritative_context_manifest.json,08_counterexample_analysis,iterations,2150,0e6e0a2a5605923f6fe899e321390aff31f93fd309c624c6e503d9559376f7d1
stages/08_counterexample_analysis/iterations/iteration_00/prompt_package/prompt_metadata.json,08_counterexample_analysis,iterations,1647,052789f10111125e46cc4ee85b0bf07867770c23de9278798d31eedc8263a3be
stages/08_counterexample_analysis/iterations/iteration_00/prompt_package/trusted_deterministic_facts_manifest.json,08_counterexample_analysis,iterations,321,80b857ea2405172c5353cd71e295d0f143abfb68c3468b0352463f7c31208061
stages/08_counterexample_analysis/iterations/iteration_00/stage_manifest.json,08_counterexample_analysis,iterations,6522,7d7edec49fd29ef5ce407c30e2283e995cc863b3bdf627223a2a39fd29248800
stages/08_counterexample_analysis/iterations/iteration_00/validation/07_repair_action_plan.llm_summary.csv,08_counterexample_analysis,iterations,992,fa7b1879890fbea95209b384602fbfe4718b703901a008f5198c159b760d6111
stages/08_counterexample_analysis/iterations/iteration_00/validation/llm_call_validation.json,08_counterexample_analysis,iterations,2245,3652afaddb5fbfab62177acfdb0689d101295457dda9a6be40b96a42bd1a5831
stages/08_counterexample_analysis/stage_manifest.json,08_counterexample_analysis,stage_manifest.json,6522,7d7edec49fd29ef5ce407c30e2283e995cc863b3bdf627223a2a39fd29248800
