retained_path	sha256	size_bytes	original_path
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k2_aarch64_asm.S	458b153b637e49f93ccee39f6c12c379d4fd982125eceb68e01307d277662b70	8656	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k2_aarch64_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k3_aarch64_asm.S	f4fcc1351d09a503dd8b73e9b0b18b4ffe49cc01fbb3611e204c06a621798c95	10500	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k3_aarch64_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S	a17756f307c353f9aa2ab6fc3b00717609426468c6e1fe7707b8d461b0c18855	12351	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/rej_uniform_aarch64_asm.S	a659079e5298fc99c408ccada099770832281b37fd7e5959e8908299a440ce05	6535	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/rej_uniform_aarch64_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/rej_uniform_table.c	0f4e7024475acf7cc84adc8c013356fd650e312b9ea8855da32fa1531f4af7f7	27620	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/src/rej_uniform_table.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/api.h	651e2401c7b63e97442f08d3f6ea422fd425ec85ca47dcfdd02d9f5fa78e5ae9	28338	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/api.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/meta.h	eb30d087373d9f809ef8bcbf5396e68e79f0b210efd9436c47f9c5dd2b07a089	604	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/meta.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/README.md	c4ad2278ef016d2816b8d1049b73fd42e5a0f4acc3dd4dba3c969a94d80a2034	226	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/README.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/meta.h	ca485705ed13888726c8ddd568be32612c4e118aeaf01e4e2642e17ac138dd78	1858	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/meta.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/arith_native_ppc64le.h	7db7bf729b7de84356645c4090739e6e20aa40543b788e6d1e68e4b794a6c276	794	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/arith_native_ppc64le.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/consts.c	f651fcd8d1c53f645cb9ef4a17a86575c787fa0e9cdf3b31c10417f20bcbfe98	15486	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/consts.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/consts.h	6da9424313bb9fbb1c0f366df9c058e6464023732c09185be5f829791b6cf12e	985	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/consts.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/intt_ppc_asm.S	c3c2222b1a47112df089e93ffabd4fd019744d0be6ea5a9c3d15eadd637bab37	83617	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/intt_ppc_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/ntt_ppc_asm.S	3fad90c5bcc5a809ef822e9eaf145b62a95ca28f0b1cde29c64c3f392e5dd562	43672	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/ntt_ppc_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/poly_tomont_ppc_asm.S	272e46991f5f22f5e92dbfddc54f7ac8622b2162a1b6e3b984cb5acca835166c	8241	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/poly_tomont_ppc_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/reduce_ppc_asm.S	5ed62d46877909cea8e01daad1715f6684ff9d779226c98d2d47b5688f629932	18506	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/reduce_ppc_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/README.md	cc8a354ecbf09f5e490b643440a52d6a33118e04191e3ab8c6754e49aa03ed1b	495	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/README.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/meta.h	f589ac7e4847a3cfcaee07f8737290c6d57a1022118d1fc883363fa84eca2b93	4008	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/meta.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/arith_native_riscv64.h	d66aaf515aaff3da763ab7f636812e7444501f85d8441c4d1acb23fa4820de5e	1849	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/arith_native_riscv64.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_debug.c	43855e347be504e3489133e6349cdef8e903646c06d08718ce4addf84e8e79c8	3133	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_debug.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_debug.h	213b1c5efc36ae5f94ed20a4cda43b9e905819283418b6cfac23e8ba5b449452	5860	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_debug.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_izetas.inc	d29ca53fe5a70fcc2dcb3227bff3d92c37e0c35f14f995635026effc7f612422	1256	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_izetas.inc
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_poly.c	6f5bc47ccc4b2d357d5aabffed4ae58ee5927415ce14a35169e2e96830c2e1d0	28791	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_poly.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_zetas.inc	34ceb2ecb5cdc4f03b830029a31b06ba44efa6bc0e8e615d45277765c57388e4	1256	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_zetas.inc
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_zetas_basemul.inc	093d13133e258b9c362e2db0fea19b1d201877a9e1e7e014174a693d9862f5df	2203	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_zetas_basemul.inc
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/README.md	59963fb54af67d45463616ac56c579f113ce5193dd74aa694c9dada7e997c214	237	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/README.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/meta.h	5610fedff3fdc502ba971824ed300f0ad49c7d60ae3ad707c90fa1d815d652a3	8775	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/meta.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/arith_native_x86_64.h	ae77631908fc59e4c6fad80d861fbadf920212631394319a04c18bfe14c91764	13552	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/arith_native_x86_64.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/compress_consts.c	562965e31635041e2133ccc7602b6185bdce5472541f3b54ac72795fb6bc98f2	4105	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/compress_consts.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/compress_consts.h	2748f5adee7f2a50008ba934459533e183b1cebe581eedcb85ece373516bd915	1589	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/compress_consts.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/consts.c	92b37dd2361425c2816f624a982b64bbb4b4a7563f02604470c7541a83acf435	5940	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/consts.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/consts.h	f0046a67ebd4195f6180b179c0fe329c1bbfddc37203825a5ebf0dffa7991e15	749	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/consts.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/intt_avx2_asm.S	a8a8bc6b50f98ead9e20bfb55ac11114c0515f0225ec68a8a9f370443a38b5ce	32189	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/intt_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/ntt_avx2_asm.S	70416a0ad9998fc2f3f0d662f1b4d692f234cadc83ac3ba81ca501c3d636d26c	28634	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/ntt_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/nttfrombytes_avx2_asm.S	001af6a58e96327ecf42bacec9f0f2868637443831de53bff36253fbd5f18e0a	10915	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/nttfrombytes_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/ntttobytes_avx2_asm.S	d2ad03151e8671da73900559e1f22b61327209dcd748a2dbc1209a494439c7db	10409	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/ntttobytes_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S	01af3a79b639f0c1edfd4311bfe986d78112ede758a277b88d6707a8ac0203e1	11482	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/nttunpack_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_compress_d10_avx2_asm.S	459855f032dc08dd6112f535601f8b510692bafb7c7431e3a6018c84ee483d36	14850	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_compress_d10_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_compress_d11_avx2_asm.S	2b392cb520706e848f3a417d417c08165044f9066c9dd1ded8f292280e513440	19359	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_compress_d11_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_compress_d4_avx2_asm.S	166f9d829d9f1f40e1b066de49c4c181aa1db1fbcda88f3131cb0e62d4be984d	6384	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_compress_d4_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_compress_d5_avx2_asm.S	435aaeb0eabccaf585079a6051301a0847f5e6da4236e8b20fce65ddd3b8a49d	8480	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_compress_d5_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_decompress_d10_avx2_asm.S	d7f625f1488f40ed5db555f3d4fa772a12c17b1b29e2922a539691184179d494	9138	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_decompress_d10_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_decompress_d11_avx2_asm.S	45190c13cd3079b8bac79f8c6321be6786cb383ae3ebeef05f7fc79018701ad1	11155	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_decompress_d11_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_decompress_d4_avx2_asm.S	21f854e623079f1d100e757056e92ac0e7541634ba0bc933e1f46a479f18f42f	7067	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_decompress_d4_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_decompress_d5_avx2_asm.S	33030255964bffb490c486c67955b87deadaa7e0c785a672d5b00ac927c715ca	7687	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_decompress_d5_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_mulcache_compute_avx2_asm.S	1e2f765339130173959a59d3e0bd401613141f3f9ffbbf73097935254fcc8601	3698	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/poly_mulcache_compute_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k2_avx2_asm.S	c7503836f6acb3e595d9a028d34dcd6b8b981687e299fff7ab33c543458745f9	19019	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k2_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k3_avx2_asm.S	4b7c254cfce65a8a2af80f8c82022e2ea3cf4af589ea143ff32feff649dc0d8c	27963	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k3_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k4_avx2_asm.S	07ad9aef4253ed87ee1fe3a47fa5bdd2ec13d3a0c7020e57fa6570090c251815	36908	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/polyvec_basemul_acc_montgomery_cached_k4_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/reduce_avx2_asm.S	d0812932f720ea634a8ffb4f0923f8b388256b2081e5944e0d0f65a7829081c8	7642	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/reduce_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S	97eef83984599d8933158e080d8822f2b925d0cf5a64b51c568d2dbe59097cb3	4360	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/rej_uniform_table.c	be662d58c00fdfc8dfa14bdaf580f7af0c21ffb3211eba5e6a89654ab34afa22	27658	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/rej_uniform_table.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/tomont_avx2_asm.S	9bf8187fceae7fbfdcb5e35d9222707066b7e5b6d1079cda46eca078ac813864	5475	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/tomont_avx2_asm.S
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/params.h	450fe3e0e50496921920473ae4321660f178c23d51f1453f3c537ee63c4158cb	2566	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/params.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/poly.c	f427dda46e29d53d3e33d683c9a8483bade3568eff43fb97b868a21bfd07c722	18569	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/poly.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/poly.h	f24f980110953c1d361e04137e13e2f85f76db776903f85c98f24900e85f7aef	10117	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/poly.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/poly_k.c	7dea24a0591b0fb033f7a8be214d687fbde11541c274a114ac3067af12b87c32	17662	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/poly_k.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/poly_k.h	09bdfd4a19a9cb495832a78d0f099a6c949c40014472b33fb54d66bb56e660e0	22592	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/poly_k.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/randombytes.h	137eb6e5854b8e58c2caec6eea86530c8e7495706f6f5b3e007e25a9875e164f	1649	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/randombytes.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/sampling.c	0408bd0744346e2c59924ebc8a9a55e750a453b1595fc0fc85532f1626bdec0a	12913	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/sampling.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/sampling.h	92501263f89afc3d6a5f06079bacbe1dfd5ba6db744c887e08cc1c521c0030eb	3853	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/sampling.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/symmetric.h	168d0ec3bf50bd45cb0a103d7984e9ccf52f78697718b7e85efdf1beda7abc95	2596	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/symmetric.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/sys.h	02e6b8901bb6334a378aab1f13538693f04726a5111aed7cc6c4cdbd41188f50	9543	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/sys.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/verify.c	f8f89f1b8c8e5811ce134c0d90fb7828027336afeed231dc3ccb7ee6b73b9335	622	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/verify.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/verify.h	13f44749f65099bee5bc55be260932d5e832bbd091335f1e47c31df464c1881f	15010	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/verify.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/zetas.inc	303d1abccc4757d49a5c8df5f88080fefef617b7360056db5311bd94354096d4	1337	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/mlkem_native/src/zetas.inc
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/test_only_rng/notrandombytes.c	a11629c3372cd8b1ceb7ac6df80b9e1344c63b1df2f55a0d7d1cea2b34ddc12f	2013	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/test_only_rng/notrandombytes.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/test_only_rng/notrandombytes.h	b7308b590b9d7bd57e9b6b37cbd5e0d1c2a6174926cefff72bbf4f90045cfd2b	674	BR_AF4_00A_af4c5abd/examples/bring_your_own_fips202_static/test_only_rng/notrandombytes.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/.gitignore	a16ce390164578975ec29da9b161ac23ca477f6b6b8fc8f5b051bda34e3b01ac	59	BR_AF4_00A_af4c5abd/examples/custom_backend/.gitignore
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/Makefile	b6185a71e686a674b2bf57f57b1dceb1d4d2876f4da7ea7010d27fcca5533d6d	2786	BR_AF4_00A_af4c5abd/examples/custom_backend/Makefile
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/README.md	51b8eabfcf16043f26551dbc89619dc0d5dbf0e34ba1a3f144d5c41a4c902a14	2472	BR_AF4_00A_af4c5abd/examples/custom_backend/README.md
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/auto.mk	179af17d2e0a2442e9fe7b8a195af549dc0cf445de4a1ff9810818096293fffb	7211	BR_AF4_00A_af4c5abd/examples/custom_backend/auto.mk
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/main.c	a55666564ee3ecf8c8d65a407973114cf15c3d7c7daa5e399ebf2535fc4e148b	3509	BR_AF4_00A_af4c5abd/examples/custom_backend/main.c
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/mlkem_native.h	df582b5462c592df89f0f8764af073acaa968086dc61e6c2d5cd6b12ac43c1b1	19752	BR_AF4_00A_af4c5abd/examples/custom_backend/mlkem_native/mlkem_native.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/mlkem_native_config.h	a8dce674ab9650a95cf6d1190176dfbced183aecb00488471a18b645c935a080	22241	BR_AF4_00A_af4c5abd/examples/custom_backend/mlkem_native/mlkem_native_config.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/cbmc.h	12fe62f76060aa2cdd41de6170e0c787c516ae753ed32579c9c39b1af55130fb	7954	BR_AF4_00A_af4c5abd/examples/custom_backend/mlkem_native/src/cbmc.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/common.h	cc48998e9595ec4e59a3aa53d6be9e55ecccb3cdc047e661ccd94fa99955d675	9434	BR_AF4_00A_af4c5abd/examples/custom_backend/mlkem_native/src/common.h
upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/compress.c	9201bea6ddd1d7622cc6496d2f745fee52397d203392f75a3d6e52a400de5bad	24427	BR_AF4_00A_af4c5abd/examples/custom_backend/mlkem_native/src/compress.c
