retained_path	retained_sha256	original_occurrences	omitted_duplicate_occurrences	original_paths
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/mutant_project_build.txt	b46351031505820faa150ea37ea25db8fa4ee9d3e266e525869bf278303d86d6	4	3	BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/mutant_project_build.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/mutant_project_build.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/mutant_project_build.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/mutant_project_build.txt
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_magic_20158.c	8ef64f5b1bb5e416f7206abfbf32f2b4fa4635997857115a4e58d8053f3ef55a	4	3	BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_magic_20158.c | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_magic_20158.c | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_magic_20158.c | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_magic_20158.c
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_magic_20158.goto	e155505cec7d6b24309e3589b5ad5146f47acb0851f2829191741f35cf6eef44	4	3	BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_magic_20158.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_magic_20158.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_magic_20158.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_magic_20158.goto
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_without_rounding_offset.c	df14db14c6557127b0916118f99da62f64f2fbc1b86972af508f97606dd80098	4	3	BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_without_rounding_offset.c | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_without_rounding_offset.c | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_without_rounding_offset.c | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_without_rounding_offset.c
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_without_rounding_offset.goto	74b65972ba7c66f976dfb3839291e27bf054f082310b0f0dc97e3a3aa49047e9	4	3	BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_without_rounding_offset.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_without_rounding_offset.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_without_rounding_offset.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/mutant_sources/poly_without_rounding_offset.goto
experiments/barrett-reduce/T01-exact-centered-refinement/hardening-and-controls/BR_AF4_02_T1_HARDENING_RUN1/verification_intent_t1_hardening.json	bfd19bb435bf702546d46491730291ee4025daba664ee2fea25e69393a17fa9c	4	3	BR_AF4_02_T1_HARDENING_RUN1/verification_intent_t1_hardening.json | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/verification_intent_t1_hardening.json | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/verification_intent_t1_hardening.json | BR_AF4_T1_FREEZE_CANDIDATE_V1/hardening/BR_AF4_02_T1_HARDENING_RUN1/verification_intent_t1_hardening.json
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_build.txt	057f10d83e21e5d7a4155df06a406243dc41c97841f4be70394d46da554cc593	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_build.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_build.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_build.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_build.txt
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_cbmc_result.txt	34c4016af083067e5d69548417007f99a1018a9653f0fb2a6558155e6882cad2	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_cbmc_result.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_cbmc_result.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_cbmc_result.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_cbmc_result.txt
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_exact_refinement_harness.c	f889856f16841dbb8cce266de42fb9496315a57e70205a8993d11af3582e579d	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_exact_refinement_harness.c | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_exact_refinement_harness.c | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_exact_refinement_harness.c | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_exact_refinement_harness.c
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_final.goto	25e6de9afbd2a7cd0dc5cd819e8278a5445bc536dce94fd96bac9b7358af4b25	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_final.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_final.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_final.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_final.goto
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_goto_model.txt	8be57e994c32f731b40690048ca3329353a1c269e202afcb231a6ed6216250ae	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_goto_model.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_goto_model.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_goto_model.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_goto_model.txt
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_linked.goto	6201f1415afe80aa12f2805b0354393af430a07d3832fc39e3f0e99bc6199163	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_linked.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_linked.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_linked.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_linked.goto
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_no_function_pointers.goto	7a1fcd1cba486f276dbe1d9a66ad1ebc21788faf6ba517d5694f260e9ffd2368	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_no_function_pointers.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_no_function_pointers.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_no_function_pointers.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_no_function_pointers.goto
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_post_state.txt	64bc923b1b9547770a656c4f606490cb6a491fdc78d119562520dd9a52c823e8	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_post_state.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_post_state.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_post_state.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_post_state.txt
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_project.goto	417670cacf2796c6dd20b74bc6a42299dbf20d830fd61ba62dd16a0123605214	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_project.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_project.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_project.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_project.goto
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_proof.goto	95f829521652d4e0ae3b80179f488c20b069d8a5dcde38d4d43aa92b31d150d7	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_proof.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_proof.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_proof.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_proof.goto
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_property_inventory.txt	33c66d01e1cc7574489372b2c4988281f134cb602ca1ba39709f2621f1adca15	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_property_inventory.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_property_inventory.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_property_inventory.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_property_inventory.txt
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sha256_manifest.txt	06159ba12cdd5f512baa9a2c31e328cce46c5139308af092b4efb90f44651c13	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sha256_manifest.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sha256_manifest.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sha256_manifest.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sha256_manifest.txt
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sha256_manifest.txt.sha256	2e3efe78a3daa7fd1d66f8ad41d22be93f14d41912609636e58b8058f249bb0a	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sha256_manifest.txt.sha256 | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sha256_manifest.txt.sha256 | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sha256_manifest.txt.sha256 | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sha256_manifest.txt.sha256
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sliced_globals.goto	259b13fcb24efb9af1324ed74dbae4ab3775f0af11a65fb055a186d407ea33c5	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sliced_globals.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sliced_globals.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sliced_globals.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_sliced_globals.goto
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_summary.txt	f40c2becd5372ca166472260ff0d19c0aeccc009ce56ab60b35e82dfc4f950d1	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_summary.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_summary.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_summary.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_summary.txt
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_with_library.goto	d1aed760ad2119615c75f3fe0b59e942ea157753f0b7d363fbd33678093bc6d7	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_with_library.goto | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_with_library.goto | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_with_library.goto | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/br_af4_t1_with_library.goto
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/verification_intent.json	4b3669963e57158878a5822b932953f59ab8a8292e0e7f8ecb651200443686d0	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/verification_intent.json | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/verification_intent.json | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/verification_intent.json | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN1/verification_intent.json
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_capability_audit.txt	40b62aabf8eb7018e5c19344bb879223ad55cfa04dc0c1c96a0eefe5952b2e33	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_capability_audit.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_capability_audit.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_capability_audit.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_capability_audit.txt
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_cbmc_result.txt	8be0163074d5da0618e916db803a39838724b1fbdb83af15ad818d8338ba883c	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_cbmc_result.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_cbmc_result.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_cbmc_result.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_cbmc_result.txt
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_command.txt	1f6c6947608b5ac319f29a74367b8b9fceadce418acc00962572dbcbc85aa875	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_command.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_command.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_command.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_command.txt
experiments/barrett-reduce/T01-exact-centered-refinement/raw-runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_post_state.txt	762120439bb129e60998a94307e83422cb1f4269ea3a2d922b0536d9a2e52b71	4	3	BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_post_state.txt | BR_AF4_BARRETT_THEOREM_FAMILY_FINAL_V1/T1_final/BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_post_state.txt | BR_AF4_T1_FINAL_FREEZE_V1/candidate_evidence/BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_post_state.txt | BR_AF4_T1_FREEZE_CANDIDATE_V1/theorem_runs/BR_AF4_01_T1_EXACT_REFINEMENT_RUN2/br_af4_t1_run2_post_state.txt
