original_path	sha256	size_bytes	action	retained_path	reason
POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_SWAP_RUNNER_20260725T173345Z.txt	147bf9082516b96e5b473b982ae7ae14795a91c3857d8fdb220f65ca1d8c586b	4749	RETAINED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_SWAP_RUNNER_20260725T173345Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_SWAP_STDERR_20260725T173345Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	RETAINED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_SWAP_STDERR_20260725T173345Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_SWAP_SUMMARY_20260725T173345Z.txt	e3868d0462c453c715f4cf13d818cf1340bc4f41acc78d5998cbd100bf9f9aa4	230	RETAINED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_SWAP_SUMMARY_20260725T173345Z.txt	genuine live-stage evidence retained in its original run context
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_00D_FINAL_FREEZE_20260726T004328Z.txt	4e4deb3fa011d3dc713b1ee8e75d82946a9ede1e1b3609a258c4a771e00235f5	6280	RETAINED	experiments/polycomp-d4/T02-decompressor-refinement/final-review/freeze-wrapper-records/POLYCOMP_D4_T2_00D_FINAL_FREEZE_20260726T004328Z.txt	final-freeze execution, checksum, or pre/post archive verification record retained
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_00D_FINAL_FREEZE_20260726T004328Z.txt.sha256	58473343afc8120049786f403bf3c93f5c6b7b7d8467ace997c9c764658d94ef	202	RETAINED	experiments/polycomp-d4/T02-decompressor-refinement/final-review/freeze-wrapper-records/POLYCOMP_D4_T2_00D_FINAL_FREEZE_20260726T004328Z.txt.sha256	final-freeze execution, checksum, or pre/post archive verification record retained
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z.tar.gz	41dfd5d6d0548f6a0d975fcdfa8592b222031192fe2e243ba3a19bc7d6af980d	2302958	RETAINED	provenance/frozen-baseline/polycomp-d4/T02-decompressor-refinement/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z.tar.gz	immutable final-evidence archive or original archive sidecar retained
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z.tar.gz.sha256	504003a7ac44bebed546e58b8561b52baf4dec4b1d9b6ff24132f8f8f02e2f34	203	RETAINED	provenance/frozen-baseline/polycomp-d4/T02-decompressor-refinement/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z.tar.gz.sha256	immutable final-evidence archive or original archive sidecar retained
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/FINAL_VALIDATION.txt	e29159c2c9f3db948d7a243304a7d78732de1d8434d6dba092111baaff4261dc	613	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/final-review/repaired-final-package/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z_R2/FINAL_VALIDATION.txt	T2 original-package file is byte-identical to repaired R2 package; R2 canonical copy retained
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/MANIFEST_SHA256.txt	584e1237c8a1272c04648782dfd45e9a5a1b991e24c5f9a133bf7ef800a001ed	81	RETAINED	experiments/polycomp-d4/T02-decompressor-refinement/final-review/original-final-package/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/MANIFEST_SHA256.txt	T2 original-package document differs from R2 and is retained as repair provenance
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/PACKAGE_TREE.txt	3c70869a02775a5f5b7ee4b077b3e09be636fa46db023ac9ca8cbbdbd77e4db9	17636	RETAINED	experiments/polycomp-d4/T02-decompressor-refinement/final-review/original-final-package/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/PACKAGE_TREE.txt	T2 original-package document differs from R2 and is retained as repair provenance
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/README.md	ef9ea605ad5c837a91ec32f33ef4697ff0f458ab41acd1b9f938c21e3c802196	555	RETAINED	experiments/polycomp-d4/T02-decompressor-refinement/final-review/original-final-package/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/README.md	T2 original-package document differs from R2 and is retained as repair provenance
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/SHA256SUMS.txt	c6cb86718963ac5bdd239a73050b080da1a0afb8261a440a16a31cbb765d8652	29274	RETAINED	experiments/polycomp-d4/T02-decompressor-refinement/final-review/original-final-package/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/SHA256SUMS.txt	T2 original-package document differs from R2 and is retained as repair provenance
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/T2_FINAL_VERDICT.json	e0ca5ac7ed6825793e764e17d2fa25a61ed8a16fd174a3077ece4053922b57e7	1044	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/final-review/repaired-final-package/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z_R2/T2_FINAL_VERDICT.json	T2 original-package file is byte-identical to repaired R2 package; R2 canonical copy retained
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/T2_FINAL_VERDICT.md	e9f688f5ff8d4812418b0c4552114a510b33a8470674b49522f7ec3a23f0d9fc	2719	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/final-review/repaired-final-package/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z_R2/T2_FINAL_VERDICT.md	T2 original-package file is byte-identical to repaired R2 package; R2 canonical copy retained
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00A_BOOTSTRAP_AND_SOURCE_ANALYSIS/POLYCOMP_D4_T2_00A_BOOTSTRAP_POSITIVE_20260725T172440Z.txt	369de3d8b6542794a1d152e3d776826b65517240330bf22619c2cd27a21e2522	79404	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/00-bootstrap-and-source-analysis/POLYCOMP_D4_T2_00A_BOOTSTRAP_POSITIVE/POLYCOMP_D4_T2_00A_BOOTSTRAP_POSITIVE_20260725T172440Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00A_BOOTSTRAP_AND_SOURCE_ANALYSIS/POLYCOMP_D4_T2_00A_BOOTSTRAP_POSITIVE_20260725T172440Z.txt.sha256	32f368520fa186dbecb738579d543275ed2eed86de5955bf3bcbfec0cdb6c5fb	214	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/00-bootstrap-and-source-analysis/POLYCOMP_D4_T2_00A_BOOTSTRAP_POSITIVE/POLYCOMP_D4_T2_00A_BOOTSTRAP_POSITIVE_20260725T172440Z.txt.sha256	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00A_BOOTSTRAP_AND_SOURCE_ANALYSIS/T2_FINITE_DERIVATION_20260725T172440Z.txt	f9d8ccc1d2ba87490f5db2352c9372669ffc93dec8a185f2be6c01b272ce7f04	905	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/00-bootstrap-and-source-analysis/POLYCOMP_D4_T2_00A_BOOTSTRAP_POSITIVE/T2_FINITE_DERIVATION_20260725T172440Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00A_BOOTSTRAP_AND_SOURCE_ANALYSIS/T2_NATIVE_PROOF_OVERLAP_20260725T172440Z.txt	e438417eaf4b0fed81ce8020b882482e10843eb6f555ef6b49db9f976953861b	29148	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/00-bootstrap-and-source-analysis/POLYCOMP_D4_T2_00A_BOOTSTRAP_POSITIVE/T2_NATIVE_PROOF_OVERLAP_20260725T172440Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00A_BOOTSTRAP_AND_SOURCE_ANALYSIS/T2_REGISTRY_EXTRACT_20260725T172440Z.txt	88ca6d87383cfbf68f828ee74a5c34c171b851c0cc903fd17d60029aa0454d25	611	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/00-bootstrap-and-source-analysis/POLYCOMP_D4_T2_00A_BOOTSTRAP_POSITIVE/T2_REGISTRY_EXTRACT_20260725T172440Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00A_BOOTSTRAP_AND_SOURCE_ANALYSIS/T2_SOURCE_CAPTURE_20260725T172440Z.txt	ea68689557235f85a91fa2e60c32380efa9b51f53feb6cd6df82fff9ed5b63db	43517	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/00-bootstrap-and-source-analysis/POLYCOMP_D4_T2_00A_BOOTSTRAP_POSITIVE/T2_SOURCE_CAPTURE_20260725T172440Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE_20260725T172831Z.txt	d8f29bc5aa2381ba6c840e755139b3c81023c5ce384e482f8f4c948a5134cd4a	36540	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE_20260725T172831Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE_20260725T172831Z.txt.sha256	79bc57eb88125192d0481f9c645908cbce362485cfba3cad80f5edf4c83de9e6	212	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE_20260725T172831Z.txt.sha256	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/T2_LOOP_MAP_20260725T172831Z.txt	c4138118182ced913eb729a0f019a2a757dbc7a935c011fa2c276391aa5588b9	361	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/T2_LOOP_MAP_20260725T172831Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/T2_LOOP_REPORT_20260725T172831Z.txt	42d2a810b9789da737402c8b698cbdc6f7548dac8c33b9406e801b19936193f4	626	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/T2_LOOP_REPORT_20260725T172831Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/T2_PROPERTY_REPORT_20260725T172831Z.txt	03b14d2beb397b69a18ebded9ed66f99209c5c72724e70c26d374bb042d59246	19321	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/T2_PROPERTY_REPORT_20260725T172831Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/T2_RUNNER_20260725T172831Z.json	da83ecc65fc626957f85bb81443edc038289964b3325ddd2dc4447e1e04d6a64	378	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/T2_RUNNER_20260725T172831Z.json	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/T2_RUNNER_20260725T172831Z.txt	176bfb90df37835a2d84e8851f22582afcbde9c7918e37d7e6d678b75b771c2c	4575	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/T2_RUNNER_20260725T172831Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/T2_SEMANTIC_RESULT_20260725T172831Z.json	2373c4bc7a7daca7b80dbed83181e7848dab848c6f9c328110a26646bcec2e54	3808	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/T2_SEMANTIC_RESULT_20260725T172831Z.json	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/T2_SEMANTIC_STDERR_20260725T172831Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/T2_SEMANTIC_STDERR_20260725T172831Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/T2_SEMANTIC_SUMMARY_20260725T172831Z.txt	07bf1841a02cec253a98b72dc089d91fcd72dc6c5188162d86303d224c589d6d	467	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/T2_SEMANTIC_SUMMARY_20260725T172831Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/T2_STRICT_RESULT_20260725T172831Z.json	bcfe75bc6eafe17a67a2b306bb1c537c3e1a4c0196f771eda703f133498536da	112866	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/T2_STRICT_RESULT_20260725T172831Z.json	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/T2_STRICT_STDERR_20260725T172831Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/T2_STRICT_STDERR_20260725T172831Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00B_POSITIVE_SEMANTIC_AND_STRICT/T2_STRICT_SUMMARY_20260725T172831Z.txt	c4528bf03037285a313d70dfa9a7715286d9a80ab2535538292cb71d4f4331f3	498	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/01-positive-semantic-and-strict/POLYCOMP_D4_T2_00B_CONTINUE_POSITIVE/T2_STRICT_SUMMARY_20260725T172831Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00C_NONVACUITY_MUTATIONS_RELATIONAL/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL_20260725T173345Z.txt	d897abe5fe97e3bff1357873e098bf0471a11b3c9d64ee6140a955afcae72075	32990	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL_20260725T173345Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00C_NONVACUITY_MUTATIONS_RELATIONAL/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL_20260725T173345Z.txt.sha256	844f99e27bca11995150d3c6f5da20292890285b9bee06fbb243fbce36de176c	220	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL_20260725T173345Z.txt.sha256	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00C_NONVACUITY_MUTATIONS_RELATIONAL/T2_LOCATION_COVERAGE_20260725T173345Z.json	8d6169a7a67e9703eccf5dc3fea9d12dee10b975914cc25c2b4bdb00946c6f22	36330	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_LOCATION_COVERAGE_20260725T173345Z.json	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00C_NONVACUITY_MUTATIONS_RELATIONAL/T2_LOCATION_COVERAGE_STDERR_20260725T173345Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_LOCATION_COVERAGE_STDERR_20260725T173345Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00C_NONVACUITY_MUTATIONS_RELATIONAL/T2_LOCATION_COVERAGE_SUMMARY_20260725T173345Z.txt	e7fddefd78e78fb8eea090338acae36305c7e8acdb6cc68d53a0b511455d900d	235	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_LOCATION_COVERAGE_SUMMARY_20260725T173345Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00C_NONVACUITY_MUTATIONS_RELATIONAL/T2_POSITIVE_END_REACHABILITY_20260725T173345Z.goto	469661a22d32b31cac04120b34e5e0b9009842ffc12b10ebe05f27169faa8cb1	76936	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_POSITIVE_END_REACHABILITY_20260725T173345Z.goto	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00C_NONVACUITY_MUTATIONS_RELATIONAL/T2_POSITIVE_END_REACHABILITY_20260725T173345Z.json	06feb2a71998638ce7267abbcd2c7cb6f6ba800b66fbd2d6c99ed55fa3650752	4368313	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_POSITIVE_END_REACHABILITY_20260725T173345Z.json	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00C_NONVACUITY_MUTATIONS_RELATIONAL/T2_POSITIVE_END_REACHABILITY_STDERR_20260725T173345Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_POSITIVE_END_REACHABILITY_STDERR_20260725T173345Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00C_NONVACUITY_MUTATIONS_RELATIONAL/T2_POSITIVE_END_REACHABILITY_SUMMARY_20260725T173345Z.txt	7cec291e1d088428b3ca16d1495445b403e5ef963c9ecaea24c205cc15df9bb5	165	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_POSITIVE_END_REACHABILITY_SUMMARY_20260725T173345Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00C_NONVACUITY_MUTATIONS_RELATIONAL/T2_POSITIVE_REACH_INSTRUMENT_STDERR_20260725T173345Z.txt	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_POSITIVE_REACH_INSTRUMENT_STDERR_20260725T173345Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00C_NONVACUITY_MUTATIONS_RELATIONAL/T2_POSITIVE_REACH_INSTRUMENT_STDOUT_20260725T173345Z.txt	7cf3b17ab33ed0c244b380485551f6a7e9b9007ccf8f41d7cc8b1da52bef2031	412	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_POSITIVE_REACH_INSTRUMENT_STDOUT_20260725T173345Z.txt	exact original-package campaign-stage mirror omitted; live stage retained browsably
POLYCOMP_D4_T2_00D_FINAL_FREEZE/POLYCOMP_D4_T2_FINAL_EVIDENCE_20260726T004328Z/campaign_stages/00C_NONVACUITY_MUTATIONS_RELATIONAL/T2_RELATIONAL_END_REACHABILITY_20260725T173345Z.goto	142f1027b0007f2ad47c82970770f198e016db0dfb883afb269a1cd39526d022	75594	STRUCTURAL_DUPLICATE_OMITTED	experiments/polycomp-d4/T02-decompressor-refinement/02-nonvacuity-mutations-and-byte-locality/POLYCOMP_D4_T2_00C_NONVAC_MUT_RELATIONAL/T2_RELATIONAL_END_REACHABILITY_20260725T173345Z.goto	exact original-package campaign-stage mirror omitted; live stage retained browsably
