sha256	size	retained_path	original_path	context_justification
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M7_double_free/cbmc_stderr.txt	ZERO-V1_RUN1_af4c5abd/M7_double_free/cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M7_double_free/compile_stderr.txt	ZERO-V1_RUN1_af4c5abd/M7_double_free/compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M7_double_free/compile_stdout.txt	ZERO-V1_RUN1_af4c5abd/M7_double_free/compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M7_double_free/library_stderr.txt	ZERO-V1_RUN1_af4c5abd/M7_double_free/library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M8_omit_second_partition/cbmc_stderr.txt	ZERO-V1_RUN1_af4c5abd/M8_omit_second_partition/cbmc_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M8_omit_second_partition/compile_stderr.txt	ZERO-V1_RUN1_af4c5abd/M8_omit_second_partition/compile_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M8_omit_second_partition/compile_stdout.txt	ZERO-V1_RUN1_af4c5abd/M8_omit_second_partition/compile_stdout.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	experiments/zeroize/V01-mutation-sensitivity/raw-run/M8_omit_second_partition/library_stderr.txt	ZERO-V1_RUN1_af4c5abd/M8_omit_second_partition/library_stderr.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
fedab85146b2657c8aceb300b2e4f5243bc6d47afc33bd839602d54c78b14055	30	experiments/zeroize/V01-mutation-sensitivity/raw-run/M1_remove_wipe/build_status.txt	ZERO-V1_RUN1_af4c5abd/M1_remove_wipe/build_status.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
fedab85146b2657c8aceb300b2e4f5243bc6d47afc33bd839602d54c78b14055	30	experiments/zeroize/V01-mutation-sensitivity/raw-run/M2_fill_with_one/build_status.txt	ZERO-V1_RUN1_af4c5abd/M2_fill_with_one/build_status.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
fedab85146b2657c8aceb300b2e4f5243bc6d47afc33bd839602d54c78b14055	30	experiments/zeroize/V01-mutation-sensitivity/raw-run/M3_length_minus_one/build_status.txt	ZERO-V1_RUN1_af4c5abd/M3_length_minus_one/build_status.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
fedab85146b2657c8aceb300b2e4f5243bc6d47afc33bd839602d54c78b14055	30	experiments/zeroize/V01-mutation-sensitivity/raw-run/M4_pointer_plus_one/build_status.txt	ZERO-V1_RUN1_af4c5abd/M4_pointer_plus_one/build_status.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
fedab85146b2657c8aceb300b2e4f5243bc6d47afc33bd839602d54c78b14055	30	experiments/zeroize/V01-mutation-sensitivity/raw-run/M5_length_plus_one/build_status.txt	ZERO-V1_RUN1_af4c5abd/M5_length_plus_one/build_status.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
fedab85146b2657c8aceb300b2e4f5243bc6d47afc33bd839602d54c78b14055	30	experiments/zeroize/V01-mutation-sensitivity/raw-run/M6_free_before_wipe/build_status.txt	ZERO-V1_RUN1_af4c5abd/M6_free_before_wipe/build_status.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
fedab85146b2657c8aceb300b2e4f5243bc6d47afc33bd839602d54c78b14055	30	experiments/zeroize/V01-mutation-sensitivity/raw-run/M7_double_free/build_status.txt	ZERO-V1_RUN1_af4c5abd/M7_double_free/build_status.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
fedab85146b2657c8aceb300b2e4f5243bc6d47afc33bd839602d54c78b14055	30	experiments/zeroize/V01-mutation-sensitivity/raw-run/M8_omit_second_partition/build_status.txt	ZERO-V1_RUN1_af4c5abd/M8_omit_second_partition/build_status.txt	Retained because the path is a distinct run/property/mutant output context; identical bytes alone do not make the experimental record interchangeable.
