relative_path,stage_key,role,size_bytes,sha256
stages/06_review_critic/iterations/iteration_00/process_logs/critic_review_stderr.txt,06_review_critic,iterations,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/06_review_critic/iterations/iteration_00/process_logs/critic_review_stdout.txt,06_review_critic,iterations,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stages/06_review_critic/iterations/iteration_00/prompt_package/06_review_critic_prompt.txt,06_review_critic,iterations,7775,049beb5aec135505d719c0fb00f8ad19a9242622eb7dde805774f47d86d571a0
stages/06_review_critic/iterations/iteration_00/prompt_package/api_requests/attempt_01_request.json,06_review_critic,iterations,760317,d211b90c6cb76212eb2b8c97b5c6c436a07ead9918e804b6fe96e44ed34f60bb
stages/06_review_critic/iterations/iteration_00/prompt_package/deterministic_reference_bundle.json,06_review_critic,iterations,10213,acc1f586097d302a0193e852f8b779d8fa1e37fab1086abcc062691b6f1410f8
stages/06_review_critic/iterations/iteration_00/prompt_package/primary_evidence_manifest.json,06_review_critic,iterations,8108,d22b570145c3b54b451cd2fae7869ab0591d7d21ffd1c801b13cc1da2346f71e
stages/06_review_critic/iterations/iteration_00/prompt_package/prior_authoritative_context_bundle.json,06_review_critic,iterations,186625,8968fcde80f5f1122760fad389b83521288ea6779a91063a128a70ec73b19dee
stages/06_review_critic/iterations/iteration_00/prompt_package/prior_authoritative_context_manifest.json,06_review_critic,iterations,3433,600cadfa396da3c2b6ef04afd7ce758ff9d7d95b150800497b7c6b38c4262683
stages/06_review_critic/iterations/iteration_00/prompt_package/prompt_metadata.json,06_review_critic,iterations,1335,5e3bf93fbb486adbdf3e73b4b690308afed461a8f0ed43af1867f9ea09b83beb
stages/06_review_critic/iterations/iteration_00/prompt_package/trusted_deterministic_facts_bundle.json,06_review_critic,iterations,3738,f4196fa2a36fa2e13bf7ba61bc49099a25ea5fa2e13f346a3d6a0156aa14768f
stages/06_review_critic/iterations/iteration_00/prompt_package/trusted_deterministic_facts_manifest.json,06_review_critic,iterations,784,d57b3da904253193a22a3bdf3f4a12ccaf34c3cddfa106f712d36f98dd95815c
stages/06_review_critic/iterations/iteration_00/stage_manifest.json,06_review_critic,iterations,5382,0bebb0c452fe65b75da185dca2bb6a065b48ee22232eeb054c40e6f4ed9ae175
stages/06_review_critic/iterations/iteration_00/validation/05_artifact_bundle_binding_validation.json,06_review_critic,iterations,2849,76f7bd341ea74475bb6c41b79723c1628e86740bdbd69ed3d1cbe65c6aa51a86
stages/06_review_critic/iterations/iteration_00/validation/05_formal_build_plan.json,06_review_critic,iterations,3400,8c60d7383ddc957de16b18ab5751aceda3d51e2fcde3236f94dbd092eebe02f8
stages/06_review_critic/iterations/iteration_00/validation/05_property_campaign_review_validation.json,06_review_critic,iterations,888,6b91f3e16d04741afacbb9411fd57b4c0b3d9352647abb2d55125435a23f7dc5
stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.json,06_review_critic,iterations,1964,e91845750c78f36366939fc83b723388f8fb8d41ec0213b689cbde4e7c526793
stages/06_review_critic/iterations/iteration_00/validation/05_review_gate_decision.md,06_review_critic,iterations,395,6e32fec9633f055b11b74669b5de0243df8bfe4eb2977627ef9d67c323216c1c
stages/06_review_critic/iterations/iteration_00/validation/llm_call_validation.json,06_review_critic,iterations,1123,a617078c340ad9041a73ac8753739eb1af17c52df96bcd9ab0760e913bb92142
stages/06_review_critic/stage_manifest.json,06_review_critic,stage_manifest.json,5382,0bebb0c452fe65b75da185dca2bb6a065b48ee22232eeb054c40e6f4ed9ae175
