original_path	size	sha256	classification	retained_path	rationale
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_frombytes/poly_frombytes_harness.c	313	e467153a7c219afa6bc9a1d3c96277ee06531464e330bcdb3b3f834c6ca84dec	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_frombytes_c/Makefile	1229	65f98fe017981b612b3cc5b9d2e4b811da1032f7cec10218816a34fc380c650a	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_frombytes_c/poly_frombytes_c_harness.c	390	b340a67f20c4b12770dfbf0d440dac30401c54b92e4a7718c2bf557afe76f154	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_frombytes_native/Makefile	2197	fb053360a86900064c48b46427726f7d295304751c9deca21771cf457fe8c7bb	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_frombytes_native/poly_frombytes_native_harness.c	313	e467153a7c219afa6bc9a1d3c96277ee06531464e330bcdb3b3f834c6ca84dec	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_frombytes_native_x86_64/Makefile	2235	a1825f011d2cf0f961c29cd82c816e026318776db88320d5b754c2c6d62db84c	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_frombytes_native_x86_64/poly_frombytes_native_x86_64_harness.c	394	df58711ce3b7e6670621775e894c165a2c64b6fe7a16f9c37f4643d2b1f975eb	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_frommsg/Makefile	2067	64dae10011cfde69469954bf21a5c42f80b012e393d93ddde7a4ea27168126fd	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_frommsg/poly_frommsg_harness.c	261	60c5e7a0ce1320dacc016a369f924f7de5caf5bcd071d9eed1aadffaa4ee7923	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_getnoise_eta1122_4x/Makefile	2289	c491d487c3e1db96e7348b631540ecdff78fada143f8853fccb3fe58899f3bbb	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_getnoise_eta1122_4x/poly_getnoise_eta1122_4x_harness.c	520	f52b8d5bee0497542175bdec844a6a506452825da55e49f8b0c49c3c9786824a	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_getnoise_eta1122_4x_native/Makefile	2370	ce690d3fcb16e3cfb017f9af9e65995c816286578454b5f5e068f8b78d098e3c	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_getnoise_eta1122_4x_native/poly_getnoise_eta1122_4x_native_harness.c	520	f52b8d5bee0497542175bdec844a6a506452825da55e49f8b0c49c3c9786824a	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_getnoise_eta1_4x/Makefile	2128	ccb6bb4d400be76de56e220ccd5dd8444603b82a933a349eaa3a7b2ec38dc602	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_getnoise_eta1_4x/poly_getnoise_eta1_4x_harness.c	401	ea76138bb7a1c0fb4d20784daed7eb84d7f8e815dfe19df4ddb2de80c0991397	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_getnoise_eta1_4x_native/Makefile	2251	1f2175151c41ff28e21edb0726e6bb6b35c8e08b64bac6d284678c3738bfd4f2	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_getnoise_eta1_4x_native/poly_getnoise_eta1_4x_native_harness.c	401	ea76138bb7a1c0fb4d20784daed7eb84d7f8e815dfe19df4ddb2de80c0991397	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_getnoise_eta2/Makefile	2422	48dbf4158c994170be9e5ba0944dd01b546da4c073e676693e225f1a13fbe449	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_getnoise_eta2/poly_getnoise_eta2_harness.c	435	08d5286b34d651d7ad3621c4c7a9c17ad27a0021e742065d484d50add2548bd4	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_invntt_tomont/Makefile	2043	c8cab649cf4740131b9c5e5e1671033c0095bc3a5073ea2e896308733ccaa669	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_invntt_tomont/poly_invntt_tomont_harness.c	256	fc9a4d7dd9c191c8421cdf977ce64dad3aea9adfb3e3187f1d34671fb98d49c3	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_invntt_tomont_c/Makefile	1295	cddaed6d1489902fa292099330a3f0c540b0156d6d5d3ed68b978e0dcdcb246f	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_invntt_tomont_c/poly_invntt_tomont_c_harness.c	303	e16edbff8578504d93a551e2ff4f8c4ec681cd6379451ae51c519ccef6a7c19e	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_invntt_tomont_native/Makefile	2192	6e44d25c14b24ce123cf3ea1f3182e502d32311652b82cf0afc72b3fb33368d8	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_invntt_tomont_native/poly_invntt_tomont_native_harness.c	256	fc9a4d7dd9c191c8421cdf977ce64dad3aea9adfb3e3187f1d34671fb98d49c3	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_mulcache_compute/Makefile	2057	2a292a911d2783d6cf4eac182aa0e262aedb787b0861df2496f3a85d50731b22	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_mulcache_compute/poly_mulcache_compute_harness.c	287	0d7204414cd1d46c88b4e2f020d0ebbf7f2f64622c9c24489627fe89c34a9617	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_mulcache_compute_c/Makefile	1262	be04980f31e05ed6d651f4ba19e05cde6222dad0017b4ef60b4077434af5d9af	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_mulcache_compute_c/poly_mulcache_compute_c_harness.c	365	0c34e7b5e24e1aea4e327a03ef2595fd449aadc737eac670026d7efc0edcc011	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_mulcache_compute_native/Makefile	2231	8ef5a334fe5c63e5199aadf1b6045519be143c5dfbb3b7bf306f76eb32b4ba04	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_mulcache_compute_native/poly_mulcache_compute_native_harness.c	287	0d7204414cd1d46c88b4e2f020d0ebbf7f2f64622c9c24489627fe89c34a9617	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_mulcache_compute_native_aarch64/Makefile	2484	3ac6e2a9c5ee75cd25d0fee158592e09ff658939c8388aeffad113c87fa0cc5d	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_mulcache_compute_native_aarch64/poly_mulcache_compute_native_aarch64_harness.c	447	f9c2ad96cc0b2871c7ea8b7417289527474aae5da7046e5431a0f1ef97c34aba	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_mulcache_compute_native_x86_64/Makefile	2441	2d741703ea932bf788aa1a7b0d942ee1c8ac3782ac6d826174ac7c5bf858f3e9	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_mulcache_compute_native_x86_64/poly_mulcache_compute_native_x86_64_harness.c	447	f9c2ad96cc0b2871c7ea8b7417289527474aae5da7046e5431a0f1ef97c34aba	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_ntt/Makefile	1996	777d723257a137112e9cf6ac812bbd93143f8893cd28d1da5f078005405e5850	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_ntt/poly_ntt_harness.c	231	91195648f21066152b24c08006e8321da611dd328ea20556be0b1269a83f7014	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_ntt_c/Makefile	1214	7a8863b27e8af16e21c559bdcc9ae576a708e3d8e8155c2191f755733d22096a	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_ntt_c/poly_ntt_c_harness.c	309	f243dbca522ce0f4ff0749835e0409a5e6e26ad17678f02f24910c6255d4d60d	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_ntt_native/Makefile	2141	b1fe22ba71a98812cb04b9c2c9e20d49245904ff881b74cb33b6263cf5dc2d30	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_ntt_native/poly_ntt_native_harness.c	231	91195648f21066152b24c08006e8321da611dd328ea20556be0b1269a83f7014	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_reduce/Makefile	2011	83316cbd1e83d8397b61ef0f1829c0dc42d8c527bc6aeb86268620ae895dcc1c	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_reduce/poly_reduce_harness.c	285	dc5ff23e7af7579f6a6baeea3a4a1bb38e030a5a4fd7e2d0d6da053bc9cd5f51	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_reduce_c/Makefile	1291	0683127fba5d2cefcdb804742160e9b0c8ddd23383c997beb0762576156c3f6f	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_reduce_c/poly_reduce_c_harness.c	366	1a9c8d770e6b46ba8a58d769bd77d599673bc022971154190b0c5d6d93ee96ba	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_reduce_native/Makefile	2175	af2f8b2693a3a5cb9d050dc841255b8a23e2d4eea0651a2bbfadef46a66d3062	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_reduce_native/poly_reduce_native_harness.c	289	b782dba5a45d298a90e90f419f3b95e750562c9d4a5ab1c6094960316c05dc28	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_reduce_native_aarch64/Makefile	2378	36e2d46df5795c5f421654b0b3ac84484a5690fca39b545e563517912cdf1b5f	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_reduce_native_aarch64/poly_reduce_native_aarch64_harness.c	342	3f5870f1277ce3b68277e915b4cbc50db356ec1beeaf1d9429946a8d73adf433	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_reduce_native_x86_64/Makefile	2338	3f879f4170c9a1e22c7adf9ef827214c829f8fb26148d00bc97e6760dbe1af04	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_reduce_native_x86_64/poly_reduce_native_x86_64_harness.c	345	014624e6835b52bc9472e1f9d34d3afe6262b248899e475bf9b70311589707d2	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_rej_uniform/Makefile	2177	6b06e0ecfb01b88bcfc2b9612bfc19d252e2c04d2ec6cc106cc6f16c5c105702	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_rej_uniform/poly_rej_uniform_harness.c	290	d1db50617aaa0b3a7fb6c3874098ebf329710b030c3a0e4ed3d0532841e6d0b8	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_rej_uniform_x4/Makefile	2230	3b7448f37adad8e31d50450b454e5ad8fa4fe5038ea69c697b35b7febb378f11	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_rej_uniform_x4/poly_rej_uniform_x4_harness.c	403	6b4a750ea601489e900d978d65cb84625918cb355d8a717b79750f6624e114cf	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_sub/Makefile	1978	d576e9ca8f1c952e79ae0b21d93b768a9d0d14b38584e76e953a800253afece8	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_sub/poly_sub_harness.c	253	12d6a569b8a0bc6a4fc9340f1378f28e11c94beb43730b291161d6a24f8f67d1	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tobytes/Makefile	2020	8246ad0449b785689b32860b55b232830e42435aca8447d7b87c6c01ff4322da	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tobytes/poly_tobytes_harness.c	311	23f8b50d4fce28432d0cd2121697477ace3382bc43e87ddffc5f8fd0110b1174	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tobytes_c/Makefile	1221	a5b54c2340e07d861ee2defc713a23d61d97d92aba268edb9a5c507ae5988a6e	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tobytes_c/poly_tobytes_c_harness.c	427	f3237d410a9ac62a6d01915d0c136b490303a4eb77ed36e6cd1aff23b7507b05	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tobytes_native/Makefile	2185	5d9a567d9d06273d69ada1c5470fc8af5b28b7652e9f04dead5456692d633725	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tobytes_native/poly_tobytes_native_harness.c	311	23f8b50d4fce28432d0cd2121697477ace3382bc43e87ddffc5f8fd0110b1174	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tobytes_native_aarch64/Makefile	2383	4e2ec969821e4144c70e40ea74eadbeb579c95e4181b1448814c736edbb5238e	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tobytes_native_aarch64/poly_tobytes_native_aarch64_harness.c	423	57596a314406068775605d6dab637603bbb612e03422c3e9ccf3a9c2983b3116	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tobytes_native_x86_64/Makefile	2346	93371b0e4e2db49cb88bd8316be864cbd37900f7f405d779f940fa36e5188b2c	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tobytes_native_x86_64/poly_tobytes_native_x86_64_harness.c	423	57596a314406068775605d6dab637603bbb612e03422c3e9ccf3a9c2983b3116	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tomont/Makefile	2007	7c2ddea38e3d6abdfb5659459cf451e673d7e88da417db8491cd90c9b0236890	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tomont/poly_tomont_harness.c	250	67f7036e24743a850c679a25acf1350d832360287eeaa4eb29a2d8b7933744d0	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tomont_c/Makefile	2007	64fd6c18f4df960ad8ae21e0cb92b5e1d8d246f7cca041be5afca8f8841df725	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tomont_c/poly_tomont_c_harness.c	331	bd44942ac9f5b7e1dd00577c3a4f66466004d84186bfeb12e8ac03eb7bc8e45b	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tomont_native/Makefile	2171	eb680baa155f54fb8f7da9a07ff607385b726f781043203ccc88ce6dd155e4b6	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tomont_native/poly_tomont_native_harness.c	250	67f7036e24743a850c679a25acf1350d832360287eeaa4eb29a2d8b7933744d0	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tomont_native_aarch64/Makefile	2378	ee1301478ce47c0b7406e715bee392d11137cd8cf474ae94a53f0f088bdfd0f0	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tomont_native_aarch64/poly_tomont_native_aarch64_harness.c	342	4f114bb3b5321d1bf5e4a42325fb79e4e8b07da998d36966890338143a32bd66	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tomont_native_x86_64/Makefile	2338	d062bb20bccb57d3e691b486bb47f2d359d8662838bf6abd4ea49d83d2e9d9a3	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tomont_native_x86_64/poly_tomont_native_x86_64_harness.c	342	4f114bb3b5321d1bf5e4a42325fb79e4e8b07da998d36966890338143a32bd66	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tomsg/Makefile	1994	9f2c928bc763aaaecd77520042aac8db78a0bfcefd3c4f579d41220592159fc4	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/poly_tomsg/poly_tomsg_harness.c	313	3e656fedeaf8534dc9cd19250b559cd7ca4def24a976ed70b88f7b5013305398	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/polymat_permute_bitrev_to_custom/Makefile	2099	a21b30c0db379a73606854d06a3a929cd91a6822a6043999edf241e80c14593a	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/polymat_permute_bitrev_to_custom/polymat_permute_bitrev_to_custom_harness.c	428	74a276530a076efd5fa35a2936d3555860ceeca408d7fdce4725228009f90422	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/polyvec_add/Makefile	1992	41f6583e92dc7ad78a76c397ecc014dddbaeaa465ae08fcdf009aaafc32bd21a	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/polyvec_add/polyvec_add_harness.c	261	127cb386d34844049c5000a442ffece3f135379daa4c097031cb97417ae1679e	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/polyvec_basemul_acc_montgomery_cached/Makefile	2140	992845549f6be1941a933726b6d16435852cd35b82be96994fb9fc1b778df625	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
CANON00C_af4c5abd/01_build_workspace/mlkem-native_af4c5abd/proofs/cbmc/polyvec_basemul_acc_montgomery_cached/polyvec_basemul_acc_montgomery_cached_harness.c	350	c1418a61801656ffe6bd934dc32fbcbfb4ec348e6a40f5363508f5451be061dc	omitted-canonical-source-mirror		Byte-identical to the frozen source snapshot; preserved by the retained source-snapshot tar and original archive.
