original_path	decision	sha256	retained_destination	canonical_original_path	reason
05_direct_cbmc_results/P2/execution_status.txt	RETAIN	efb5e3e342a403c3dcb71299dd5dbd2b1187c08a7ca6bdeadf6d5ecd4ecdf1d3	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/cbmc-result/execution_status.txt	05_direct_cbmc_results/P2/execution_status.txt	primary campaign record or context-distinct evidence
05_direct_cbmc_results/P2/target_result_extract.txt	RETAIN	53560011723819b47496eb26aea55b62ca14b8fc339dde4e8378dfee7f13f6dd	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/cbmc-result/target_result_extract.txt	05_direct_cbmc_results/P2/target_result_extract.txt	primary campaign record or context-distinct evidence
06_HARNESS_FREEZE_CANDIDATE/NV/Makefile	OMIT_EXACT_MIRROR	bf06cd69768410d23d9daccd84e313fd15083772bbc6cc9d61bdd35ecb5e9ab3	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/harness/Makefile	01_harness_candidates/NV/Makefile	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/NV/pbcodec_cv1_nonvacuity_harness.c	OMIT_EXACT_MIRROR	0ba7b2763cd3a0d7c30746f026cf22b27f1e7130f238409245ce8763f90c33f8	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/harness/pbcodec_cv1_nonvacuity_harness.c	01_harness_candidates/NV/pbcodec_cv1_nonvacuity_harness.c	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/P1/Makefile	OMIT_EXACT_MIRROR	f0b87f4ea58487fa8828169d90a2ea16aa03852dfbd492bbe4eb6f8736ffbb96	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/harness/Makefile	01_harness_candidates/P1/Makefile	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/P1/pbcodec_cv1_p1_left_inverse_harness.c	OMIT_EXACT_MIRROR	04b6a7b4287d75f2badb9612b1738a4c7ac5d5d2ce316464145ccada183c25a6	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/harness/pbcodec_cv1_p1_left_inverse_harness.c	01_harness_candidates/P1/pbcodec_cv1_p1_left_inverse_harness.c	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/P2/Makefile	OMIT_EXACT_MIRROR	4647f2300984bfcb84ae26197b0b5ca2547b6edf4131238d1e5501f48ad6ce82	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/harness/Makefile	01_harness_candidates/P2/Makefile	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/P2/pbcodec_cv1_p2_right_inverse_harness.c	OMIT_EXACT_MIRROR	5d1d3146ab061fdfdbbd55dd9f967acaa211a109d578b11fe59ffb9e7bcb896e	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/harness/pbcodec_cv1_p2_right_inverse_harness.c	01_harness_candidates/P2/pbcodec_cv1_p2_right_inverse_harness.c	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_FREEZE_GATE_SUMMARY.txt	RETAIN	c38321229750daa8b38c713b6dcbb1e366b10409ee7dcb453b144dec65d446e0	experiments/poly-bytes-codec/campaign-closure/harness-freeze/PBCODEC_CV1_FREEZE_GATE_SUMMARY.txt	06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_FREEZE_GATE_SUMMARY.txt	primary campaign record or context-distinct evidence
06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_PROPERTY_MAPPING_DIAGNOSTIC.txt	RETAIN	1fd1f2a7f8c7232b79f2effad12039d0678c8a87cd447a7c81803b92b45e77b6	experiments/poly-bytes-codec/campaign-closure/harness-freeze/PBCODEC_CV1_PROPERTY_MAPPING_DIAGNOSTIC.txt	06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_PROPERTY_MAPPING_DIAGNOSTIC.txt	primary campaign record or context-distinct evidence
06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_TARGET_PROPERTY_STATUS.tsv	RETAIN	cf36984605a6696c5221577a7bee6aa3d907577d7d29edd3307d20c80a145ede	experiments/poly-bytes-codec/campaign-closure/harness-freeze/PBCODEC_CV1_TARGET_PROPERTY_STATUS.tsv	06_HARNESS_FREEZE_CANDIDATE/PBCODEC_CV1_TARGET_PROPERTY_STATUS.tsv	primary campaign record or context-distinct evidence
06_HARNESS_FREEZE_CANDIDATE/SHA256_MANIFEST.txt	RETAIN	2086c8560d46aabadd22fdfdb9b376affc893e0620e7633a3e1e15871d70ca45	experiments/poly-bytes-codec/campaign-closure/harness-freeze/SHA256_MANIFEST.txt	06_HARNESS_FREEZE_CANDIDATE/SHA256_MANIFEST.txt	primary campaign record or context-distinct evidence
06_HARNESS_FREEZE_CANDIDATE/SHA256_MANIFEST.txt.self.sha256	RETAIN	de449d127d93edbbfe8df877f2933dd2df8213c6f7205a8170f99a4709c90ca8	experiments/poly-bytes-codec/campaign-closure/harness-freeze/SHA256_MANIFEST.txt.self.sha256	06_HARNESS_FREEZE_CANDIDATE/SHA256_MANIFEST.txt.self.sha256	primary campaign record or context-distinct evidence
06_HARNESS_FREEZE_CANDIDATE/binding/NV/goto_binary.sha256	OMIT_EXACT_MIRROR	db8f6877dbf2e9ec36489ab6007026cf985d3d8692b9376754c4365dee222c56	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/goto_binary.sha256	03_goto_binding_repaired/NV/goto_binary.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/NV/harness_public_call_order.txt	OMIT_EXACT_MIRROR	f4fb7acba556e99c7bf1bd76cca0ef427c05b0be43515befc88f8c21e11279d7	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/harness_public_call_order.txt	03_goto_binding_repaired/NV/harness_public_call_order.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/NV/model_identity.txt	OMIT_EXACT_MIRROR	f3d3a8f4e12230c238be72e4618f2054b80ad544778118a2c8f966dccc293ff7	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/model_identity.txt	03_goto_binding_repaired/NV/model_identity.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/NV/relevant_loops.txt	OMIT_EXACT_MIRROR	e6db1cc682fbc4052a2ee620ac34daeda1c1060f54d2bff8d6d3853be35ef11a	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/relevant_loops.txt	03_goto_binding_repaired/NV/relevant_loops.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/NV/show_properties.txt	OMIT_EXACT_MIRROR	238f6b97ed7f335c7eae7f70d6a639631efbd3721f807e7bdeb0a30caf20e6cc	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/show_properties.txt	03_goto_binding_repaired/NV/show_properties.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/NV/target_properties.txt	OMIT_EXACT_MIRROR	56e077bd2815a935c25eed60cddadc5b574ee35c64cd6a0c948547fc428c9c44	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/goto-binding/target_properties.txt	03_goto_binding_repaired/NV/target_properties.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/P1/goto_binary.sha256	OMIT_EXACT_MIRROR	261bb8a536a110cc541ed4d77b490fc5a4f654fd562b1438b9efc72cdb5d3153	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/goto-binding/goto_binary.sha256	03_goto_binding_repaired/P1/goto_binary.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/P1/harness_public_call_order.txt	OMIT_EXACT_MIRROR	6458aa797f96566a029799dd30cc0e7999fc7aefb77c9c20c93e52cdd56360c2	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/goto-binding/harness_public_call_order.txt	03_goto_binding_repaired/P1/harness_public_call_order.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/P1/model_identity.txt	OMIT_EXACT_MIRROR	cbfd4543bfa1cc1a889c3a6d96296e17dd17ef538da4268684a0ee5402f4a2d0	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/goto-binding/model_identity.txt	03_goto_binding_repaired/P1/model_identity.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/P1/relevant_loops.txt	OMIT_EXACT_MIRROR	fb3386360b2ce9cf3cf32388aa340a62e68542bc4c16c613feb0d4d7172636f6	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/goto-binding/relevant_loops.txt	03_goto_binding_repaired/P1/relevant_loops.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/P1/show_properties.txt	OMIT_EXACT_MIRROR	b123b0f8402dad442b37cf82a4512fb0ba6832426c211c6869cd8a6039a2eaf0	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/goto-binding/show_properties.txt	03_goto_binding_repaired/P1/show_properties.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/P1/target_properties.txt	OMIT_EXACT_MIRROR	6bafdc9f2301804e91a9ed425b9e498025310b17e2b3b99f7efaf22272453817	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/goto-binding/target_properties.txt	03_goto_binding_repaired/P1/target_properties.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/P2/goto_binary.sha256	OMIT_EXACT_MIRROR	862285023efe207886a88e40b3f8ad3bf1dbc2fe56578e0ac9c79cee00cfb307	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/goto-binding/goto_binary.sha256	03_goto_binding_repaired/P2/goto_binary.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/P2/harness_public_call_order.txt	OMIT_EXACT_MIRROR	3b99a14ec758a7511dfd2e669e0caa29403487c01e57ce658a9f264c68b5436b	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/goto-binding/harness_public_call_order.txt	03_goto_binding_repaired/P2/harness_public_call_order.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/P2/model_identity.txt	OMIT_EXACT_MIRROR	15c20e9ccad10866b65a1cf78e63c0b057e4398d333bab3dd459bf1812452c69	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/goto-binding/model_identity.txt	03_goto_binding_repaired/P2/model_identity.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/P2/relevant_loops.txt	OMIT_EXACT_MIRROR	e38ce99fce5d0b2129cae31101ea151502216362854837b00575501ed40ca782	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/goto-binding/relevant_loops.txt	03_goto_binding_repaired/P2/relevant_loops.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/P2/show_properties.txt	OMIT_EXACT_MIRROR	9a35eadd75d89194d90f8b5a489fe31a704d1bb4a8b5d6b5160633bfd49ed133	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/goto-binding/show_properties.txt	03_goto_binding_repaired/P2/show_properties.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/binding/P2/target_properties.txt	OMIT_EXACT_MIRROR	efc26048d3436f5f338d74e2060a0ee10ab73c3616d9a08f852475a4e983d22a	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/goto-binding/target_properties.txt	03_goto_binding_repaired/P2/target_properties.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/identity/authoritative_source.sha256	OMIT_EXACT_MIRROR	13d325a740db811ab02d0a0cd1f3bd379598fdb214714638915f189119cdfbaf	experiments/poly-bytes-codec/00-campaign-setup/repaired-build-and-binding/source-and-artifact-identity/authoritative_source.sha256	04_identity/authoritative_source.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/identity/candidate_artifacts_repaired.sha256	OMIT_EXACT_MIRROR	ca2624fecd43c066427b91a73bb25559d81bb58eec9271c9e943228fc3b23b45	experiments/poly-bytes-codec/00-campaign-setup/repaired-build-and-binding/source-and-artifact-identity/candidate_artifacts_repaired.sha256	04_identity/candidate_artifacts_repaired.sha256	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/results/FULL_XML_RESULTS.sha256	RETAIN	2518ccea173f4f624393d2dacff32402fa7aa0e5187d186ee842aca8d44d112c	experiments/poly-bytes-codec/campaign-closure/harness-freeze/results/FULL_XML_RESULTS.sha256	06_HARNESS_FREEZE_CANDIDATE/results/FULL_XML_RESULTS.sha256	primary campaign record or context-distinct evidence
06_HARNESS_FREEZE_CANDIDATE/results/NV/cbmc_command.shellescaped.txt	OMIT_EXACT_MIRROR	b630e1771b3c1b9f99f802011d2f8ff7ca33282658dff00cdb8adf555b900fd0	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/cbmc-result/cbmc_command.shellescaped.txt	05_direct_cbmc_results/NV/cbmc_command.shellescaped.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/results/NV/cbmc_exit_code.txt	OMIT_EXACT_MIRROR	917df3320d778ddbaa5c5c7742bc4046bf803c36ed2b050f30844ed206783469	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/results/M1/cbmc_exit_code.txt	07_INTEGRATION_MUTATION_HARDENING/results/M1/cbmc_exit_code.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/results/NV/execution_status.txt	OMIT_EXACT_MIRROR	3d631f37ad5e5f889f2bca4eaee494947975c1d0dbf843aaa94991bc872548b6	experiments/poly-bytes-codec/NV01-composition-endpoint-reachability/cbmc-result/execution_status.txt	05_direct_cbmc_results/NV/execution_status.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/results/P1/cbmc_command.shellescaped.txt	OMIT_EXACT_MIRROR	4179ce8a1222abbd1b6cd96224503feeeabc5ff378b4c9191ada85f1f6ad45d8	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/cbmc-result/cbmc_command.shellescaped.txt	05_direct_cbmc_results/P1/cbmc_command.shellescaped.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/results/P1/cbmc_exit_code.txt	OMIT_EXACT_MIRROR	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M1/make.exit_code.txt	07_INTEGRATION_MUTATION_HARDENING/build/M1/make.exit_code.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/results/P1/execution_status.txt	OMIT_EXACT_MIRROR	0eca7398c81f6be0cca4cce5f88f9d3307b94f054075b6d0e93e933b5f8321d5	experiments/poly-bytes-codec/T01-canonical-polynomial-encode-decode/cbmc-result/execution_status.txt	05_direct_cbmc_results/P1/execution_status.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/results/P2/cbmc_command.shellescaped.txt	OMIT_EXACT_MIRROR	a939b73cbfbf14cf13ebf290e5ceec19a95c615800a5ba0c5ffc57fc12501d8c	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/cbmc-result/cbmc_command.shellescaped.txt	05_direct_cbmc_results/P2/cbmc_command.shellescaped.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/results/P2/cbmc_exit_code.txt	OMIT_EXACT_MIRROR	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M1/make.exit_code.txt	07_INTEGRATION_MUTATION_HARDENING/build/M1/make.exit_code.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/results/P2/execution_status.txt	OMIT_EXACT_MIRROR	efb5e3e342a403c3dcb71299dd5dbd2b1187c08a7ca6bdeadf6d5ecd4ecdf1d3	experiments/poly-bytes-codec/T02-canonical-bytes-decode-encode/cbmc-result/execution_status.txt	05_direct_cbmc_results/P2/execution_status.txt	byte-identical mirror retained canonically; original remains in frozen ZIP
06_HARNESS_FREEZE_CANDIDATE/verification_intent/PBCODEC_CV1_VERIFICATION_INTENT.md	OMIT_EXACT_MIRROR	befca621610706c9e9e59fae1a5cfb612f6e39868743905eeee6e51099ad9be6	experiments/poly-bytes-codec/00-campaign-setup/verification-intent/PBCODEC_CV1_VERIFICATION_INTENT.md	00_verification_intent/PBCODEC_CV1_VERIFICATION_INTENT.md	byte-identical mirror retained canonically; original remains in frozen ZIP
07_INTEGRATION_MUTATION_HARDENING/PBCODEC_CV1_MUTATION_HARDENING_SUMMARY.txt	RETAIN	55a08df4f1132aaa8d3a243743cb2b1c0ce2a36a29b746e74069d36e192f9a45	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/PBCODEC_CV1_MUTATION_HARDENING_SUMMARY.txt	07_INTEGRATION_MUTATION_HARDENING/PBCODEC_CV1_MUTATION_HARDENING_SUMMARY.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/SHA256_MANIFEST.txt	RETAIN	2f87099aae95f410dd30180e48fc6c2cf536bd22ac1704e891cd5938a03dc24b	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/SHA256_MANIFEST.txt	07_INTEGRATION_MUTATION_HARDENING/SHA256_MANIFEST.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/SHA256_MANIFEST.txt.self.sha256	RETAIN	a65e19ca74f4fe430c46f1c283a81845bfc46a0116c4ff172e0f2803a50860dc	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/SHA256_MANIFEST.txt.self.sha256	07_INTEGRATION_MUTATION_HARDENING/SHA256_MANIFEST.txt.self.sha256	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M1/goto_binary.sha256	RETAIN	2e4b55ee64a0b650a950a61c577879a8e27e0b1b00d4f5e1d12d6947ee3aaf77	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M1/goto_binary.sha256	07_INTEGRATION_MUTATION_HARDENING/binding/M1/goto_binary.sha256	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M1/harness_goto_body.txt	RETAIN	65940cbdaf075eb623489a3ef8529bbdee634d42d6abb17f19ef36634fa6d840	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M1/harness_goto_body.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M1/harness_goto_body.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M1/model_identity.txt	RETAIN	c35a4a05debf5c048d0833d55b563b3d852cedbc1527d0d21f6b4ef0261a7a36	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M1/model_identity.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M1/model_identity.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M1/public_call_order.txt	RETAIN	89f4a6e0ea339471128e6728b6fe5bc932e74e3c9d5002a974f64aa5553e6830	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M1/public_call_order.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M1/public_call_order.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M1/relevant_loops.txt	RETAIN	c6148093d7ff4817f8fb470cc85a5892dabbc026eba41943896f27dfda435fb3	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M1/relevant_loops.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M1/relevant_loops.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M1/show_goto_functions.txt	RETAIN	75131ac78b476e4825c86caea5fe0fa38297fa82d9530ba8e33e430859b5a1a5	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M1/show_goto_functions.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M1/show_goto_functions.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M1/show_loops.txt	RETAIN	2dc2b8539e2210752130edc7da15e88cf015b20164785c36239f5302858ae965	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M1/show_loops.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M1/show_loops.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M1/show_properties.txt	RETAIN	35c8669644d676a47dd55bc01579444f2941bef5f5227d55ef5da4729f612dcb	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M1/show_properties.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M1/show_properties.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M1/target_property.txt	RETAIN	7a1f7cd3f0e51a7795d47bd1e159e2d6ca111ae959800dfc7e856aa6e6338797	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M1/target_property.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M1/target_property.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M2/goto_binary.sha256	RETAIN	040461f2e2e64f5a321b21e902a3bed9f5a9a95ac1a6036d09326df061032dc6	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/goto_binary.sha256	07_INTEGRATION_MUTATION_HARDENING/binding/M2/goto_binary.sha256	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M2/harness_goto_body.txt	RETAIN	5466e49fd4cff0a8f96263fbee57a4d1595d9920c77af29f718b100f3228c7ca	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/harness_goto_body.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M2/harness_goto_body.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M2/model_identity.txt	RETAIN	a810be35b48fe5a8378885d342fb66948c343bd24f06f391b1bbe32d1406901c	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/model_identity.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M2/model_identity.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M2/public_call_order.txt	RETAIN	fed4ae4d976e5f91c1ef9b3b09d8ba43bb13f21c08c00a4f426af539af037727	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/public_call_order.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M2/public_call_order.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M2/relevant_loops.txt	RETAIN	e22e8998a8a494045de58875c0cca2721ee96cd5fb424a024bc1220e81e9b4d4	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/relevant_loops.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M2/relevant_loops.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M2/show_goto_functions.txt	RETAIN	4d3f3c0f3d55dc5b6611a74108b9900f040c7ced139e687dede7a4b1d114ec81	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/show_goto_functions.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M2/show_goto_functions.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M2/show_loops.txt	RETAIN	650a244fd8ed62862b08508b30c13b03755dd8f7950acb5980a058500a482e22	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/show_loops.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M2/show_loops.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M2/show_properties.txt	RETAIN	6c9873203c02194f79e76b6e43e3dd9a745e3fd58ff40b8e523f4340195fef85	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/show_properties.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M2/show_properties.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/binding/M2/target_property.txt	RETAIN	1eeb7d26cfdf55e45f9859e34a1295c7c08ed30183eb0f288a7d1d402b31a7cc	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/binding/M2/target_property.txt	07_INTEGRATION_MUTATION_HARDENING/binding/M2/target_property.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/build/M1/make.exit_code.txt	RETAIN	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M1/make.exit_code.txt	07_INTEGRATION_MUTATION_HARDENING/build/M1/make.exit_code.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/build/M1/make.stderr.txt	RETAIN	18e0bcc1470578d7cda60f9207f7e41a24e30caf2ca3c5d0df72b72ed227b6e0	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M1/make.stderr.txt	07_INTEGRATION_MUTATION_HARDENING/build/M1/make.stderr.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/build/M1/make.stdout.txt	RETAIN	37241e24b846e92c28c838dbd1ca60f414c71ff28e54a5f9a1add8ccb0e55970	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M1/make.stdout.txt	07_INTEGRATION_MUTATION_HARDENING/build/M1/make.stdout.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/build/M2/make.exit_code.txt	RETAIN	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M2/make.exit_code.txt	07_INTEGRATION_MUTATION_HARDENING/build/M2/make.exit_code.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/build/M2/make.stderr.txt	RETAIN	18e0bcc1470578d7cda60f9207f7e41a24e30caf2ca3c5d0df72b72ed227b6e0	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M2/make.stderr.txt	07_INTEGRATION_MUTATION_HARDENING/build/M2/make.stderr.txt	primary campaign record or context-distinct evidence
07_INTEGRATION_MUTATION_HARDENING/build/M2/make.stdout.txt	RETAIN	eabd77cfdfd888a75b99a0860fa0a543d47c2f7448430d67f8f561f3ed3f49cf	experiments/poly-bytes-codec/V01-bridge-mutation-sensitivity/build/M2/make.stdout.txt	07_INTEGRATION_MUTATION_HARDENING/build/M2/make.stdout.txt	primary campaign record or context-distinct evidence
