sha256,size_bytes,original_path_count,representative_original_path,representative_repository_destination
1d4988051796ae4982bfa003abaca55bba0542a4749f9b185fc2892e8e978926,264,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/scalar_decompress_d10/scalar_decompress_d10_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/scalar_decompress_d10/scalar_decompress_d10_harness.c
1d69f8537a14aaa3f2ad95f915e9cdc835f4bc3d8c0883c90420e61baca807b0,133179,2,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/mont_t2b_fibre_translation/gotos/mont_t2b_fibre_translation_harness0200.goto,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/mont_t2b_fibre_translation/gotos/mont_t2b_fibre_translation_harness0200.goto
1d6af52652f37f92c7208c39506b0b058740833d7343f91e569e3ac3c99f4396,4209,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/x86_64/src/poly_basemul.inc,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/x86_64/src/poly_basemul.inc
1ddf75bdc0e1dc3e6d6b1a7afdbdfdcda1d0e7243e0ac7a9b3e928abe939789d,1306,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_decompress_d11_c/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_decompress_d11_c/Makefile
1dff27a7a4e8d3c62f063f0c16bdf3e8b2dbbbed033a101588f3c44d4b2ef4ca,22263,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/test/configs/serial_fips202_config.h,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/test/configs/serial_fips202_config.h
1e1a037d79f90330951601e8a56e35424e9127327c97e45a9b3179de3f4c7d05,132156,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p6_associativity/gotos/mont_t3_p6_associativity_harness0100.goto,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p6_associativity/gotos/mont_t3_p6_associativity_harness0100.goto
1e2d1c60840d50cdcfe7dd83e38c10d5f032cc83f5f3107a546de9eefaccca00,5246,1,mlk_montgomery_cleanroom/MONT01B_R1_M2_M3_20260726T150200Z/M3_SHIFT_BY_15/make.log,experiments/montgomery-reduce/MONT01-exact-refinement/raw-runs/03-mutation-sensitivity/02-retry-m3-partial/MONT01B_R1_M2_M3_20260726T150200Z/M3_SHIFT_BY_15/make.log
1e2f765339130173959a59d3e0bd401613141f3f9ffbbf73097935254fcc8601,3698,27,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/basic/mlkem_native/src/native/x86_64/src/poly_mulcache_compute_avx2_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/basic/mlkem_native/src/native/x86_64/src/poly_mulcache_compute_avx2_asm.S
1e7ec3ccef9aa774b54dc2f03fd0ed3e23f1932e0fc3b17d239839df85b8c4dd,468,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p4_montgomery_one/logs/restrict_function_pointer-log.txt,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p4_montgomery_one/logs/restrict_function_pointer-log.txt
1ef7e0554a53200862ccbb976d50fb7a004b2a869062ae32dd8e65dc1c2576f8,173176,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p1_refinement/gotos/mont_t3_p1_refinement_harness0700.goto,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p1_refinement/gotos/mont_t3_p1_refinement_harness0700.goto
1f1c6fd520d9ef1b4627f76b03e8ef5471331bdcf19f51eceae1261b08e50aea,158273,2,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/montgomery_reduce/gotos/montgomery_reduce_harness.goto,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/montgomery_reduce/gotos/montgomery_reduce_harness.goto
1f2175151c41ff28e21edb0726e6bb6b35c8e08b64bac6d284678c3738bfd4f2,2251,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_getnoise_eta1_4x_native/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_getnoise_eta1_4x_native/Makefile
1f8d758ccaf2b52a24c5b24b550a35d2014ca25672e76ae8022654f2834277b6,134403,2,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/mont_t2a_p3_witness_NN/gotos/mont_t2a_p3_witness_NN_harness0200.goto,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/mont_t2a_p3_witness_NN/gotos/mont_t2a_p3_witness_NN_harness0200.goto
1fa2622ba914d05f862ee702c6db9c9c35aa20f29832b9cecf74ffb212f3fa58,2176,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/fips202/aarch64/auto.h,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/fips202/aarch64/auto.h
1ff32108a3ec69db3ed16c3af2580bf81919c9eba1dd27eabac12bf02d9e9dfb,1934,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/test/abicheck/x86_64/checks/check_reduce_avx2_asm.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/test/abicheck/x86_64/checks/check_reduce_avx2_asm.c
203085c18c49a76d438d4d099a706c7cfc89ac1a1bbce8c66bd17e2d7d324e83,445,1,mlk_montgomery_cleanroom/MONT02A_FULL_T2_FUNCTIONAL_20260726T192057Z/P3_NN/summary.txt,experiments/montgomery-reduce/MONT02-relational-low-word-laws/raw-runs/06-p3-sign-partition-complete/MONT02A_FULL_T2_FUNCTIONAL_20260726T192057Z/P3_NN/summary.txt
20ec1d89b5a7aaf626c1810233924020801f69ac0a9f266f624d324ad827149f,1807,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/test/abicheck/ppc64le/checks/check_ntt_ppc_asm.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/test/abicheck/ppc64le/checks/check_ntt_ppc_asm.c
21052c69e8cb6cc418d58b9694b7385d0fed222bf97e535a50c63551d7b3e479,2381,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/test/abicheck/aarch64/checks/check_keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/test/abicheck/aarch64/checks/check_keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.c
210e72728be211d1a720262463c89124c3335fda75944db504024795a2bcc529,971,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/dummy_backend.h,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/dummy_backend.h
213b1c5efc36ae5f94ed20a4cda43b9e905819283418b6cfac23e8ba5b449452,5860,27,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/basic/mlkem_native/src/native/riscv64/src/rv64v_debug.h,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/basic/mlkem_native/src/native/riscv64/src/rv64v_debug.h
214caa2783f82429bccfaa0e62c6823d00a660205fc92a3834e2a1a1824c8d1f,5290,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/x86_64/mlkem/tomont_avx2_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/x86_64/mlkem/tomont_avx2_asm.S
219a9a8e41d0066b2068f8bef0f149aa76aabb8d48dda8f365f2bc08f65df503,1455,1,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/mont_t2b_fibre_translation/mont_t2b_fibre_translation_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/mont_t2b_fibre_translation/mont_t2b_fibre_translation_harness.c
21cd108089fe43e509b513dd41bb25f3c2957720f7bdc31d86a135800d4ba8c1,419,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_cbd_eta1/poly_cbd_eta1_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_cbd_eta1/poly_cbd_eta1_harness.c
21e763d2ccdbaabce26916d33363afef6cd15d5be19c6c66ef4432109a5722ab,287,6,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_decompress_d11/poly_decompress_d11_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_decompress_d11/poly_decompress_d11_harness.c
21f854e623079f1d100e757056e92ac0e7541634ba0bc933e1f46a479f18f42f,7067,27,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/basic/mlkem_native/src/native/x86_64/src/poly_decompress_d4_avx2_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/basic/mlkem_native/src/native/x86_64/src/poly_decompress_d4_avx2_asm.S
2227bbbfd0215fedb9929fba4e7a81f96a52edd505ab8b9f2530b19cddf794e8,720,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/.github/ISSUE_TEMPLATE/bug_report.md,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/.github/ISSUE_TEMPLATE/bug_report.md
2257c68f1412b9b4a4a66b7bd5c178d87dd0d571ad1a487df4392ce1c84b20dc,331,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/barrett_reduce/barrett_reduce_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/barrett_reduce/barrett_reduce_harness.c
22abca06df5cb8216f9656bba289fd8a2bcd4ae6735162efc470742a7b266ac5,4649,1,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/montgomery_reduce/.ninja_log,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/montgomery_reduce/.ninja_log
22bfd49aec5802b826735cf461fe4dbd0a8cb0c97d6e382572baedacef37e218,3366,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/multilevel_build/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/multilevel_build/Makefile
23094ca8ac551a5fdb5098ed59c782f6fc3c968f80c3f34d2ad0333085029c48,3090,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/x86_64/src/nttfrombytes_avx2_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/x86_64/src/nttfrombytes_avx2_asm.S
233daf6c6cd1b2d3e449b5793103b4275113cbe88aea5d7b1024bbe727de0ffd,1886,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/scalar_compress_d1/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/scalar_compress_d1/Makefile
23a5c0c4903738a7964b6f2028c576ed87035881a0903a13ef6290079627db2a,267,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/ct_cmask_nonzero_u16/ct_cmask_nonzero_u16_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/ct_cmask_nonzero_u16/ct_cmask_nonzero_u16_harness.c
23f8b50d4fce28432d0cd2121697477ace3382bc43e87ddffc5f8fd0110b1174,311,6,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_tobytes/poly_tobytes_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_tobytes/poly_tobytes_harness.c
2446fbf35cc079ae253468315097a7445beb61d80c645dd902f4907bf8535311,2305,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/test/abicheck/aarch64/checks/check_polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/test/abicheck/aarch64/checks/check_polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.c
2451f7f8ba5746d25fc4537f990c5d9adb01bbc44da33f467e771c0dd15b83c5,227,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/ppc64le/README.md,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/ppc64le/README.md
24827f36a29b714ae1339c9b3707e7984423997b0ba530bdb1b93f6e3fd53ca3,43388,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/x86_64/proofs/poly_compress_d5_avx2_asm.ml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/x86_64/proofs/poly_compress_d5_avx2_asm.ml
2494d97e54831c09b503fc804a86ad4745b4c192d479f8a781a2386de81699c2,14249,1,mlk_montgomery_cleanroom/MONT01B_R1_M2_M3_20260726T150507Z/MONT01B_R1_TERMINAL_CAPTURE_20260726T150507Z.txt,experiments/montgomery-reduce/MONT01-exact-refinement/raw-runs/03-mutation-sensitivity/03-retry-m2-partial/MONT01B_R1_M2_M3_20260726T150507Z/MONT01B_R1_TERMINAL_CAPTURE_20260726T150507Z.txt
24af4ad1761d9d6a31996ac3b94ed97659e95cd3bc2d53cfa9f77e82e01826e7,450,1,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/mont_t2a_p3_witness_NN/logs/restrict_function_pointer-log.txt,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/mont_t2a_p3_witness_NN/logs/restrict_function_pointer-log.txt
24e9bdb571aad27fe75fa553779c2ecedd138f0b9e0784bcfedf923cc67cc247,164025,1,mlk_montgomery_cleanroom/MONT01B_R1_M2_M3_20260726T144730Z/M3_SHIFT_BY_15/mont_t1_exact_refinement_harness.goto,experiments/montgomery-reduce/MONT01-exact-refinement/raw-runs/03-mutation-sensitivity/01-retry-m3-partial/MONT01B_R1_M2_M3_20260726T144730Z/M3_SHIFT_BY_15/mont_t1_exact_refinement_harness.goto
24f996e395f71133bdf2b04cdbf00bfe5235b13b83d5b8e761e8ce0ada067dfd,11985,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/.github/actions/multi-functest/action.yml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/.github/actions/multi-functest/action.yml
2502a2c24175da91157cda2bdeb1ce128cc16ebb369384094c0c7f7e6f8cd52d,2035,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/ntt_butterfly_block/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/ntt_butterfly_block/Makefile
2513f461386393948d40e768f4f98dc6fe64a30d015e9ba7b0c6774cf9960520,49709,2,mlk_montgomery_cleanroom/MONT01A_D2_20260726T141230Z/MONT_T1_AUTHORITATIVE_SNAPSHOT/gotos/proof0100.goto,experiments/montgomery-reduce/MONT01-exact-refinement/raw-runs/02-authoritative-proof-and-false-control/MONT01A_D2_20260726T141230Z/MONT_T1_AUTHORITATIVE_SNAPSHOT/gotos/proof0100.goto
251d35f45033fbbff695f1e6722953bb685e930485d1a0cbb5b5f19ec2770fa4,572,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/keypair_getnoise_eta1/keypair_getnoise_eta1_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/keypair_getnoise_eta1/keypair_getnoise_eta1_harness.c
2538d945091b88491548be9345d4ede6651295c9604a8d543685d4ec3faa75bb,156158,1,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/mont_t2a_p3_witness_NN/gotos/mont_t2a_p3_witness_NN_harness0700.goto,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/mont_t2a_p3_witness_NN/gotos/mont_t2a_p3_witness_NN_harness0700.goto
25537257adf04a0db9764a1034f0f7af0be25ec0a37c47faff81fb32ee93c5f1,6836,36,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/basic/mlkem_native/src/indcpa.h,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/basic/mlkem_native/src/indcpa.h
255ed8d5b41aa8c2c9cfdfe761c4774cc15d15a375d55e9adad63335c8c58c09,2094,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/test/abicheck/x86_64/checks/check_ntt_avx2_asm.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/test/abicheck/x86_64/checks/check_ntt_avx2_asm.c
25a0b546366f0e752f1f092ad5f0c3cac413dcf185c73bca0b1f68bcfd6dcde4,838,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/nix/avr/default.nix,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/nix/avr/default.nix
25d9456f854e43e3ed9b5028dc845f0b4a404d4077c511e0d5ab2699e1502204,95325,1,mlk_montgomery_cleanroom/MONT01B_R1_M2_M3_20260726T150507Z/M3_SHIFT_BY_15/direct-cbmc.log,experiments/montgomery-reduce/MONT01-exact-refinement/raw-runs/03-mutation-sensitivity/03-retry-m2-partial/MONT01B_R1_M2_M3_20260726T150507Z/M3_SHIFT_BY_15/direct-cbmc.log
2618867e190325b7b7072b9e7f768439fb85ff739fb99ee551ce65a08a29bfae,56314,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/x86_64/proofs/poly_compress_d10_avx2_asm.ml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/x86_64/proofs/poly_compress_d10_avx2_asm.ml
263ac19f2b2bf5c784cbf04fd4c968762abedc6961d44f507c8953b52a38827e,1605,36,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/basic/mlkem_native/src/debug.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/basic/mlkem_native/src/debug.c
26455eb3cafa245be446a96fc1c81723549e8c5618227d33467bb181fb522777,3585,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/x86_64/src/poly_decompress_d4_avx2_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/x86_64/src/poly_decompress_d4_avx2_asm.S
266193e9a3c982d9eda2714d5ae1a0cab705719db6e02ca86ff6ffe880a70ae3,162383,2,mlk_montgomery_cleanroom/MONT00B_MONT01A_20260726T134739Z/MONT_T1_PROOF_SNAPSHOT/gotos/mont_t1_exact_refinement_harness.goto,experiments/montgomery-reduce/MONT01-exact-refinement/raw-runs/00-theorem-freeze-and-initial-proof/MONT00B_MONT01A_20260726T134739Z/MONT_T1_PROOF_SNAPSHOT/gotos/mont_t1_exact_refinement_harness.goto
26db15766cbf03b236af46f992b9ece4b1b097718f1ac49c573b73f724b46777,888,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/scripts/README.md,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/scripts/README.md
26dc3496091885305535526a9ec2c7a09ad883ed1eb4e374be79df28adf7be29,357,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/sha3_512/sha3_512_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/sha3_512/sha3_512_harness.c
2713eefed0a88b83139701705d7d1d6fa696f6babd5aae712e26f69277899960,28740,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/x86_64/proofs/mlkem_compress_common.ml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/x86_64/proofs/mlkem_compress_common.ml
2725f58c765e21e10f30a9997714922687f9e0e485974f1accf2d8d8b42f0e00,1837,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/nix/zephyr/default.nix,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/nix/zephyr/default.nix
272e46991f5f22f5e92dbfddc54f7ac8622b2162a1b6e3b984cb5acca835166c,8241,27,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/basic/mlkem_native/src/native/ppc64le/src/poly_tomont_ppc_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/basic/mlkem_native/src/native/ppc64le/src/poly_tomont_ppc_asm.S
2733110e3a2457d1d0c2d04fe1407b86925dafbb6772a6c8749b1a6994bf9aab,524,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p5_distributivity/logs/slice_global_inits-log.txt,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p5_distributivity/logs/slice_global_inits-log.txt
2748f5adee7f2a50008ba934459533e183b1cebe581eedcb85ece373516bd915,1589,27,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/basic/mlkem_native/src/native/x86_64/src/compress_consts.h,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/basic/mlkem_native/src/native/x86_64/src/compress_consts.h
2771fab9c0f2008e56ea66e7a7bec0f7bb2712de9dfe325f805a8f0716814554,2361,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_compress_d11_native_x86_64/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_compress_d11_native_x86_64/Makefile
279c2acc573510b867192faa70ce07c2441d5f31273a364536eb1b9c310e0f51,2110,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/dev/x86_64/src/poly_mulcache_compute_avx2_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/dev/x86_64/src/poly_mulcache_compute_avx2_asm.S
27b96db4b3f6cb24af4657530d0bd40486775f4c25d568d3afa363c7e213f3eb,54,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p1_refinement/.litani_cache_dir,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p1_refinement/.litani_cache_dir
27d0cf3cf2fd35ad10bb3c57ae03dc05f1dd4d4bab8a78ed85074f81289426f1,130543,1,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/mont_t2a_p3_single_call_decomposition/gotos/mont_t2a_p3_single_call_decomposition_harness0400.goto,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/mont_t2a_p3_single_call_decomposition/gotos/mont_t2a_p3_single_call_decomposition_harness0400.goto
27fb982533f7521552c7d1be340b81313916c2d0c15b2e14adb9a4e71e349f9a,2494,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/indcpa_keypair_derand/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/indcpa_keypair_derand/Makefile
282dca2ed3745e72b49afd87d2061ebdd0c39bd7216df579b6eb9ef30753a034,310,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/scalar_compress_d5/scalar_compress_d5_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/scalar_compress_d5/scalar_compress_d5_harness.c
28efee5030e30a609c177835eaae31c0e3502156943792b7f029d5091ada23b5,75931,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/x86_64/proofs/rej_uniform_avx2_asm.ml,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/x86_64/proofs/rej_uniform_avx2_asm.ml
293da27ecc62219687fb4667dcfe2fc77b468be6b6b787b4736187a9a8606bc2,1895,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/scalar_decompress_d10/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/scalar_decompress_d10/Makefile
2972c933b7dba42abe62b6ec6f8ffd172aa58e9587979e9c54e710ec9dc9b3eb,4380,1,mlk_montgomery_cleanroom/MONT03A_T3_PARALLEL_20260726T165032Z/T3_SEMANTIC_BUILD.log,experiments/montgomery-reduce/MONT03-normalized-fqmul-algebra/raw-runs/03-semantic-direct-run/MONT03A_T3_PARALLEL_20260726T165032Z/T3_SEMANTIC_BUILD.log
29739c4d124609e1d49b2e0df82ba11b87a72a499198476d646d143cd104b8d1,6000,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/examples/monolithic_build_multilevel_native/main.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/examples/monolithic_build_multilevel_native/main.c
298ddc4327c91ab9c91b46dcd47426a167833aeeb7160088c025e04efe823dc7,8178,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/hol_light/x86_64/mlkem/poly_compress_d5_avx2_asm.S,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/hol_light/x86_64/mlkem/poly_compress_d5_avx2_asm.S
29a3c9f82b92b5d8c6a126a19701abbfa04d098fc89f040a3e0622a93b3cc141,486,1,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/montgomery_reduce/logs/slice_global_inits-log.txt,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/montgomery_reduce/logs/slice_global_inits-log.txt
29a972350579f3826dd5a485882674212774e07eb9c03e4a63f370fd5b033d16,265,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/ct_cmask_nonzero_u8/ct_cmask_nonzero_u8_harness.c,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/ct_cmask_nonzero_u8/ct_cmask_nonzero_u8_harness.c
29cf28387fdee46a7527cbc427a1d40d0355c1dc7e418ffbc0a8421b4b455434,117798,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p4_montgomery_one/gotos/project0100.goto,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p4_montgomery_one/gotos/project0100.goto
29f797a1c7d31c0c056325d9be4d272df7b991cbe587ae89eeed7876bb28ed7e,430,1,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/montgomery_reduce/logs/restrict_function_pointer-log.txt,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/montgomery_reduce/logs/restrict_function_pointer-log.txt
2a292a911d2783d6cf4eac182aa0e262aedb787b0861df2496f3a85d50731b22,2057,3,mlk_montgomery_cleanroom/MONT_WORKTREE_af4c5abd/proofs/cbmc/poly_mulcache_compute/Makefile,provenance/montgomery-reduce/source-snapshots/base-worktree-af4c5abd/proofs/cbmc/poly_mulcache_compute/Makefile
2a3a8c460ed962353104a31ee045bb95365178beedb51547fd335b5dba3f68a3,508,1,mlk_montgomery_cleanroom/MONT_T3_WORKTREE_af4c5abd/proofs/cbmc/mont_t3_p1_refinement/logs/slice_global_inits-log.txt,provenance/montgomery-reduce/worktree-deltas/MONT03-fqmul-algebra-delta/proofs/cbmc/mont_t3_p1_refinement/logs/slice_global_inits-log.txt
