property_record_id,case_id,detail_file,status,principal_role,appendix_projection,historical_id,evidence_locator_id,rendering_basis
PR-C03-001,3,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_03_SEQUENTIAL_SUBTRACTION_REDUCTION.md,SUPPORTING_CONTROL,EVIDENCE_OR_DOMAIN_CONTROL,Not enumerated as a supported Appendix-1 property by design; retained only in the complete evidence layer.,AC-SR1,LOC-C03-UA,conservative rendered formalization.
PR-C03-002,3,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_03_SEQUENTIAL_SUBTRACTION_REDUCTION.md,SUPPORTING_CONTROL,EVIDENCE_OR_DOMAIN_CONTROL,Not enumerated as a supported Appendix-1 property by design; retained only in the complete evidence layer.,OR-SR1,LOC-C03-UA,conservative rendered formalization.
PR-C03-003,3,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_03_SEQUENTIAL_SUBTRACTION_REDUCTION.md,SUPPORTED,COMPOSITION_AND_CALLER_SUPPORT,"Appendix 1 → Case 3: Sequential Subtraction and Reduction → item 1, “Sequential subtraction--reduction refinement”.",VC-SR1,LOC-C03-UA,appendix-ledger audited equation.
PR-C04-001,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 1, “Exact coefficient-to-bit decision”.",MSG-T1.P1,LOC-C04-UA,conservative rendered formalization.
PR-C04-002,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 2, “Complete LSB-first message packing”.",MSG-T1.P2,LOC-C04-UA,appendix-ledger audited equation.
PR-C04-003,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 3, “XOR differential relation”.",MSG-T2.R1,LOC-C04-UA,direct rendering of ledger relation.
PR-C04-004,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 4, “Equal-coefficient locality”.",MSG-T2.R2A,LOC-C04-UA,appendix-ledger audited equation.
PR-C04-005,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 5, “Single-coordinate output locality”.",MSG-T2.R2B,LOC-C04-UA,conservative rendered formalization.
PR-C04-006,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 6, “Decision-equivalence locality”.",MSG-T2.R3A,LOC-C04-UA,appendix-ledger audited equation.
PR-C04-007,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 7, “Polynomial-input frame preservation”.",MSG-T2.R3B.1,LOC-C04-UA,conservative rendered formalization.
PR-C04-008,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 8, “Determinism”.",MSG-T2.R3B.2,LOC-C04-UA,appendix-ledger audited equation.
PR-C04-009,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 9, “Production decision expression agrees with the oracle”.",MSG-T5.P1,LOC-C04-UA,Source-evidence audited formalization of the retained technical record.
PR-C04-010,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 10, “Complete valid-offset interval”.",MSG-T5.P2,LOC-C04-UA,conservative rendered formalization.
PR-C04-011,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 11, “Offsets outside the interval are insufficient”.",MSG-T5.P3,LOC-C04-UA,conservative rendered formalization.
PR-C04-012,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 12, “Exactness of the admissible-offset set”.",MSG-T5.P4,LOC-C04-UA,appendix-ledger audited equation.
PR-C04-013,4,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_04_MESSAGE_EXTRACTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 4: Message Extraction: mlk_poly_tomsg → item 13, “Tight interval endpoints”.",MSG-T5.P5,LOC-C04-UA,Evidence-verified correction of a ledger transcription error; the original ledger wording remains visible below for auditability.
PR-C05-001,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 1, “Exact message-bit embedding”.",FROMMSG-T1.P1,LOC-C05-UA,appendix-ledger audited equation.
PR-C05-002,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 2, “Single-bit toggle produces complementary codewords”.",FROMMSG-T2.P1,LOC-C05-UA,appendix-ledger audited equation.
PR-C05-003,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 3, “Toggle-sum relation”.",FROMMSG-T2.P2,LOC-C05-UA,conservative rendered formalization.
PR-C05-004,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 4, “Exact support of a one-bit difference”.",FROMMSG-T2.P3,LOC-C05-UA,conservative rendered formalization.
PR-C05-005,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 5, “Complementary selected-codeword relation”.",FROMMSG-T2.P4,LOC-C05-UA,conservative rendered formalization.
PR-C05-006,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 6, “Selected-byte directional round trip”.",FROMMSG-T3.P1,LOC-C05-UA,appendix-ledger audited equation.
PR-C05-007,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 7, “Selected-bit directional round trip”.",FROMMSG-T3.P2,LOC-C05-UA,appendix-ledger audited equation.
PR-C05-008,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 8, “Codebook fixed point”.",FROMMSG-T3.P3,LOC-C05-UA,appendix-ledger audited equation.
PR-C05-009,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 9, “Message decision on the two embedding codewords”.",FROMMSG-T3.P4,LOC-C05-UA,conservative rendered formalization.
PR-C05-010,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 10, “Support preservation”.",FROMMSG-T4.P1,LOC-C05-UA,appendix-ledger audited equation.
PR-C05-011,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 11, “Weight--popcount relation”.",FROMMSG-T4.P2,LOC-C05-UA,appendix-ledger audited equation.
PR-C05-012,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 12, “Support-distance relation”.",FROMMSG-T4.P3,LOC-C05-UA,appendix-ledger audited equation.
PR-C05-013,5,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_05_MESSAGE_EMBEDDING.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 5: Message Embedding: mlk_poly_frommsg → item 13, “$\left( L_{1} \right)$-distance relation”.",FROMMSG-T4.P4,LOC-C05-UA,appendix-ledger audited equation.
PR-C06-001,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 1, “Per-coordinate compressor refinement”.",D4-T1.P1,LOC-C06-UA,appendix-ledger audited equation.
PR-C06-002,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 2, “Exact packed-byte compressor layout”.",D4-T1.P2,LOC-C06-UA,appendix-ledger audited equation.
PR-C06-003,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 3, “Complete compressor overwrite”.",D4-T1.P3,LOC-C06-UA,conservative rendered formalization.
PR-C06-004,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 6: D4 Compression and Decompression → item 4, “Compressor coordinate locality”.",D4-T1.P4,LOC-C06-UA,conservative rendered formalization.
PR-C06-005,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 5, “Per-coordinate decompressor refinement”.",D4-T2.P1,LOC-C06-UA,appendix-ledger audited equation.
PR-C06-006,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 6, “Low-nibble routing”.",D4-T2.P2,LOC-C06-UA,conservative rendered formalization.
PR-C06-007,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 7, “High-nibble routing”.",D4-T2.P3,LOC-C06-UA,appendix-ledger audited equation.
PR-C06-008,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 8, “Decompressor image restriction”.",D4-T2.P4,LOC-C06-UA,verbatim structural/logical relation rendered without inventing an equation.
PR-C06-009,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 9, “Complete decompressor overwrite”.",D4-T2.P5,LOC-C06-UA,conservative rendered formalization.
PR-C06-010,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 6: D4 Compression and Decompression → item 10, “Decompressor byte locality”.",D4-T2.P6,LOC-C06-UA,conservative rendered formalization.
PR-C06-011,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,COMPOSITION_AND_CALLER_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 11, “Exact compressed-domain retraction”.",D4-T3.P1,LOC-C06-UA,appendix-ledger audited equation.
PR-C06-012,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,STATE_AND_FRAME_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 12, “Nibble preservation through decompression--compression”.",D4-T3.P2,LOC-C06-UA,conservative rendered formalization.
PR-C06-013,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,COMPOSITION_AND_CALLER_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 13, “Compressed-domain composition stability”.",D4-T3.P3,LOC-C06-UA,appendix-ledger audited equation.
PR-C06-014,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 14, “Projection-image property”.",D4-T4.P1,LOC-C06-UA,conservative rendered formalization.
PR-C06-015,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 6: D4 Compression and Decompression → item 15, “Sharp approximation bound”.",D4-T4.P2,LOC-C06-UA,conservative rendered formalization.
PR-C06-016,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 6: D4 Compression and Decompression → item 16, “Projection fixed-point characterisation”.",D4-T4.P3,LOC-C06-UA,conservative rendered formalization.
PR-C06-017,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 6: D4 Compression and Decompression → item 17, “Projection idempotence”.",D4-T4.P4,LOC-C06-UA,appendix-ledger audited equation.
PR-C06-018,6,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_06_D4_COMPRESSION_DECOMPRESSION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 6: D4 Compression and Decompression → item 18, “Projection coordinate locality”.",D4-T4.P5,LOC-C06-UA,appendix-ledger audited equation.
PR-C07-001,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 1, “Fibre necessity”.",CANON-T1.P1,LOC-C07-UA,direct rendering of ledger relation.
PR-C07-002,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 2, “Fibre sufficiency”.",CANON-T1.P2,LOC-C07-UA,direct rendering of ledger relation.
PR-C07-003,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 3, “Zero fibre”.",CANON-T1.P3,LOC-C07-UA,direct rendering of ledger relation.
PR-C07-004,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 4, “Complete non-zero fibre characterisation”.",CANON-T1.P4,LOC-C07-UA,conservative rendered formalization.
PR-C07-005,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 5, “Canonical fixed points”.",CANON-T2.P1,LOC-C07-UA,direct rendering of ledger relation.
PR-C07-006,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 6, “Idempotence”.",CANON-T2.P2,LOC-C07-UA,direct rendering of ledger relation.
PR-C07-007,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 7, “Exact fixed-point set”.",CANON-T2.P3,LOC-C07-UA,direct rendering of ledger relation.
PR-C07-008,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 8, “Injectivity on canonical representatives”.",CANON-T2.P4,LOC-C07-UA,direct rendering of ledger relation.
PR-C07-009,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 9, “Addition compatibility”.",CANON-T3.P1,LOC-C07-UA,appendix-ledger audited equation.
PR-C07-010,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 10, “Subtraction compatibility”.",CANON-T3.P2,LOC-C07-UA,appendix-ledger audited equation.
PR-C07-011,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 11, “Negation compatibility”.",CANON-T3.P3,LOC-C07-UA,appendix-ledger audited equation.
PR-C07-012,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 12, “Barrett-output admissibility”.",CANON-T4.P1,LOC-C07-UA,direct rendering of ledger relation.
PR-C07-013,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 13, “Barrett-to-canonical composition”.",CANON-T4.P2,LOC-C07-UA,appendix-ledger audited equation.
PR-C07-014,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 14, “Composition congruence”.",CANON-T4.P3,LOC-C07-UA,appendix-ledger audited equation.
PR-C07-015,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 15, “Periodicity by one modulus step”.",CANON-T4.P4,LOC-C07-UA,appendix-ledger audited equation.
PR-C07-016,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 16, “Agreement with direct signed-to-canonical conversion”.",CANON-T4.P5,LOC-C07-UA,appendix-ledger audited equation.
PR-C07-017,7,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_07_SIGNED_TO_CANONICAL.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 7: Signed-to-Canonical Conversion → item 17, “Canonical-composition idempotence”.",CANON-T4.P6,LOC-C07-UA,appendix-ledger audited equation.
PR-C08-001,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 1, “Exact output range”.",BR-T1.P2,LOC-C08-UA,direct rendering of ledger relation.
PR-C08-002,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 2, “Congruence”.",BR-T1.P3,LOC-C08-UA,direct rendering of ledger relation.
PR-C08-003,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 3, “Exact centred-remainder refinement”.",BR-T1.P4,LOC-C08-UA,direct rendering of ledger relation.
PR-C08-004,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 4, “Uniqueness of the centred representative”.",BR-T1.P5,LOC-C08-UA,verbatim structural/logical relation rendered without inventing an equation.
PR-C08-005,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 5, “Centred fixed points”.",BR-T2.P6,LOC-C08-UA,conservative rendered formalization.
PR-C08-006,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,RELATIONAL_OR_STRUCTURAL_STRENGTHENING,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 6, “Idempotence”.",BR-T2.P7,LOC-C08-UA,direct rendering of ledger relation.
PR-C08-007,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 7, “Residue-class invariance”.",BR-T2.P8,LOC-C08-UA,conservative rendered formalization.
PR-C08-008,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 8, “Exact quotient definition”.",BR-T3.P9,LOC-C08-UA,appendix-ledger audited equation.
PR-C08-009,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 9, “Exact quotient reconstruction”.",BR-T3.P10,LOC-C08-UA,appendix-ledger audited equation.
PR-C08-010,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DOMAIN_RANGE_AND_REPRESENTATION_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 10, “Quotient bound over the int16_t domain”.",BR-T3.P11,LOC-C08-UA,direct rendering of ledger relation.
PR-C08-011,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 11, “Quotient-cell partition”.",BR-T3.P12,LOC-C08-UA,appendix-ledger audited equation.
PR-C08-012,8,docs/thesis-evidence/03A_RENDERED_CATALOGUE_CASES/CASE_08_BARRETT_REDUCTION.md,SUPPORTED,DIRECT_SEMANTIC_SUPPORT,"Appendix 1 → Case 8: Barrett Reduction: mlk_barrett_reduce → item 12, “Clipped endpoint cells”.",BR-T3.P13,LOC-C08-UA,conservative rendered formalization.
