artifact_record_id,locator_id,case_id,artifact_category,archive_path,resolved_public_path,expected_sha256,actual_sha256,candidate_count,status
REP-LOC-C04-UA-COMMAND_OR_RUNNER-006,LOC-C04-UA,4,COMMAND_OR_RUNNER,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/mutants/I2_REVERSE_COEFF_WITHIN_BYTE/commands/cbmc_show_properties_command.txt,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/mutants/I2_REVERSE_COEFF_WITHIN_BYTE/commands/cbmc_show_properties_command.txt,fbc2efb827703de7665be50fc24c29d8dca2d9b2c6a7b67cbb8252d3ce5be4e5,fbc2efb827703de7665be50fc24c29d8dca2d9b2c6a7b67cbb8252d3ce5be4e5,10,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-COMMAND_OR_RUNNER-007,LOC-C04-UA,4,COMMAND_OR_RUNNER,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/mutants/I3_ROTATE_OUTPUT_BIT_LEFT/commands/cbmc_show_properties_command.txt,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/mutants/I3_ROTATE_OUTPUT_BIT_LEFT/commands/cbmc_show_properties_command.txt,32b606c4ad609bb26924a73daa4bef165b60795f4e5a53580d85c6d12c74d715,32b606c4ad609bb26924a73daa4bef165b60795f4e5a53580d85c6d12c74d715,10,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-COMMAND_OR_RUNNER-008,LOC-C04-UA,4,COMMAND_OR_RUNNER,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/mutants/I4_INVERT_D1_RESULT/commands/cbmc_show_properties_command.txt,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/01-revised-family-freeze/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/frozen_mutation_family_v1/mutants/I4_INVERT_D1_RESULT/commands/cbmc_show_properties_command.txt,b13edad5b67405bccabe15b3b4007e09cd44f51ae89b149d74e32966d74cbf8b,b13edad5b67405bccabe15b3b4007e09cd44f51ae89b149d74e32966d74cbf8b,10,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-RAW_RESULT-001,LOC-C04-UA,4,RAW_RESULT,mlk_poly_tomsg_cleanroom/MSG01H_T1_AUTHORITATIVE_POSITIVE_RUN1_af4c5abdd595/results/msg_t1_positive_cbmc_result.json,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/02-authoritative-positive-run/MSG01H_T1_AUTHORITATIVE_POSITIVE_RUN1_af4c5abdd595/results/msg_t1_positive_cbmc_result.json,3b32112c5537a95d470b0b866c1edf6cb1f8c3be408188c9fc2cdbf91fab40ee,3b32112c5537a95d470b0b866c1edf6cb1f8c3be408188c9fc2cdbf91fab40ee,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-RAW_RESULT-002,LOC-C04-UA,4,RAW_RESULT,mlk_poly_tomsg_cleanroom/MSG01J_R1_T1_REACHABILITY_NONVACUITY_RUN1_af4c5abdd595/companion_results/companion_cbmc_result.json,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/04-reachability-nonvacuity/02-insufficient-unwind-study/MSG01J_R2_T1_REACHABILITY_NONVACUITY_RUN1_af4c5abdd595/accepted_companion_result/companion_cbmc_result.json,d78f0cbc052ded4bed75cec905c5321c2e0176b78316ce08ff4ff7c1acef249d,d78f0cbc052ded4bed75cec905c5321c2e0176b78316ce08ff4ff7c1acef249d,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-RAW_RESULT-003,LOC-C04-UA,4,RAW_RESULT,mlk_poly_tomsg_cleanroom/MSG01J_R2_T1_REACHABILITY_NONVACUITY_RUN1_af4c5abdd595/accepted_companion_result/companion_cbmc_result.json,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/04-reachability-nonvacuity/02-insufficient-unwind-study/MSG01J_R2_T1_REACHABILITY_NONVACUITY_RUN1_af4c5abdd595/accepted_companion_result/companion_cbmc_result.json,d78f0cbc052ded4bed75cec905c5321c2e0176b78316ce08ff4ff7c1acef249d,d78f0cbc052ded4bed75cec905c5321c2e0176b78316ce08ff4ff7c1acef249d,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-RAW_RESULT-004,LOC-C04-UA,4,RAW_RESULT,mlk_poly_tomsg_cleanroom/MSG02B_R1_T2_RELATIONAL_XOR_RUN1_20260723T113821Z_af4c5abdd595/06_results/msg_t2_r1_cbmc_result.json,experiments/poly-tomsg/MSG-T2-relational-properties/01-R1-xor-relational-run/MSG02B_R1_T2_RELATIONAL_XOR_RUN1_20260723T113821Z_af4c5abdd595/06_results/msg_t2_r1_cbmc_result.json,c87eea9d7dcd04741ced27bf5c8f996296243d73f4f9dddee3fdaeb8054dd606,c87eea9d7dcd04741ced27bf5c8f996296243d73f4f9dddee3fdaeb8054dd606,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-MANIFEST_OR_HASH_RECORD-001,LOC-C04-UA,4,MANIFEST_OR_HASH_RECORD,mlk_poly_tomsg_cleanroom/MSG00CDE_af4c5abdd595/MSG00CDE_ARTIFACT_MANIFEST.sha256,experiments/poly-tomsg/00-campaign-context/02-source-oracle-overlap-and-freeze/MSG00CDE_af4c5abdd595/MSG00CDE_ARTIFACT_MANIFEST.sha256,da866e63172ccc1d653afcafe6b258e74e9f2896e3ea339c5f5fa2c809d11e16,da866e63172ccc1d653afcafe6b258e74e9f2896e3ea339c5f5fa2c809d11e16,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-MANIFEST_OR_HASH_RECORD-002,LOC-C04-UA,4,MANIFEST_OR_HASH_RECORD,mlk_poly_tomsg_cleanroom/MSG00CDE_af4c5abdd595/MSG00CDE_PATH_BINDING_AMENDMENT_MANIFEST.sha256,experiments/poly-tomsg/00-campaign-context/02-source-oracle-overlap-and-freeze/MSG00CDE_af4c5abdd595/MSG00CDE_PATH_BINDING_AMENDMENT_MANIFEST.sha256,2e3b74268f77b1d3e2042d818fcd0f12412f44ea550d379a6be42b89d39bde70,2e3b74268f77b1d3e2042d818fcd0f12412f44ea550d379a6be42b89d39bde70,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-MANIFEST_OR_HASH_RECORD-003,LOC-C04-UA,4,MANIFEST_OR_HASH_RECORD,mlk_poly_tomsg_cleanroom/MSG00F_af4c5abdd595/MSG00F_ARTIFACT_MANIFEST.sha256,experiments/poly-tomsg/00-campaign-context/03-build-and-body-binding-preflight/MSG00F_af4c5abdd595/MSG00F_ARTIFACT_MANIFEST.sha256,f6bb49912f409b2517e3c14b9f85966afd78695fcc68e5bae184961f23a8ec41,f6bb49912f409b2517e3c14b9f85966afd78695fcc68e5bae184961f23a8ec41,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-MANIFEST_OR_HASH_RECORD-004,LOC-C04-UA,4,MANIFEST_OR_HASH_RECORD,mlk_poly_tomsg_cleanroom/MSG01A_T1_CANDIDATE_V1_af4c5abdd595/MSG01A_ARTIFACT_MANIFEST.sha256,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/00-candidate-development/01-candidate-v1/MSG01A_T1_CANDIDATE_V1_af4c5abdd595/MSG01A_ARTIFACT_MANIFEST.sha256,512e5d1b64fbe40177523d20f575b029610d722f6783abda3799b5cb68dda6a9,512e5d1b64fbe40177523d20f575b029610d722f6783abda3799b5cb68dda6a9,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-MANIFEST_OR_HASH_RECORD-005,LOC-C04-UA,4,MANIFEST_OR_HASH_RECORD,mlk_poly_tomsg_cleanroom/MSG01B_T1_CANDIDATE_V2_af4c5abdd595/MSG01B_ARTIFACT_MANIFEST.sha256,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/00-candidate-development/02-candidate-v2/MSG01B_T1_CANDIDATE_V2_af4c5abdd595/MSG01B_ARTIFACT_MANIFEST.sha256,5608e952583256f4f2915d6fb77994049d81b6b3420e31db405d63a0cb128023,5608e952583256f4f2915d6fb77994049d81b6b3420e31db405d63a0cb128023,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-MANIFEST_OR_HASH_RECORD-006,LOC-C04-UA,4,MANIFEST_OR_HASH_RECORD,mlk_poly_tomsg_cleanroom/MSG01C_T1_CANDIDATE_V3_SCU_af4c5abdd595/MSG01C_ARTIFACT_MANIFEST.sha256,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/00-candidate-development/03-candidate-v3-single-compilation-unit/MSG01C_T1_CANDIDATE_V3_SCU_af4c5abdd595/MSG01C_ARTIFACT_MANIFEST.sha256,d954eaa4efb7872e667cc77be53ad741f1490b03d98621f2ba65ff6c9d9314d8,d954eaa4efb7872e667cc77be53ad741f1490b03d98621f2ba65ff6c9d9314d8,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-MANIFEST_OR_HASH_RECORD-007,LOC-C04-UA,4,MANIFEST_OR_HASH_RECORD,mlk_poly_tomsg_cleanroom/MSG01D_RETRY1_TRANSFORM_V3_af4c5abdd595/MSG01D_RETRY1_MANIFEST.sha256,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/00-candidate-development/04-v3-transform-retry/MSG01D_RETRY1_TRANSFORM_V3_af4c5abdd595/MSG01D_RETRY1_MANIFEST.sha256,c4e09870aa84be98f19508b1b640ced04b6b7dcfb447c3346380afeb58a99348,c4e09870aa84be98f19508b1b640ced04b6b7dcfb447c3346380afeb58a99348,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-MANIFEST_OR_HASH_RECORD-008,LOC-C04-UA,4,MANIFEST_OR_HASH_RECORD,mlk_poly_tomsg_cleanroom/MSG01E_T1_CANDIDATE_V4_CONTRACT_ERASED_af4c5abdd595/MSG01E_ARTIFACT_MANIFEST.sha256,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/00-candidate-development/05-candidate-v4-contract-erased/MSG01E_T1_CANDIDATE_V4_CONTRACT_ERASED_af4c5abdd595/MSG01E_ARTIFACT_MANIFEST.sha256,8658d6086b52cb750060ebd0dc7f8b23ecfb27980611831f7ddb825d3107bfa4,8658d6086b52cb750060ebd0dc7f8b23ecfb27980611831f7ddb825d3107bfa4,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-COVERAGE_MUTATION_OR_CONTROL-001,LOC-C04-UA,4,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_tomsg_cleanroom/MSG01E_T1_CANDIDATE_V4_CONTRACT_ERASED_af4c5abdd595/MSG01E_ADAPTER_RECOVERY_RECORD.md,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/00-candidate-development/05-candidate-v4-contract-erased/MSG01E_T1_CANDIDATE_V4_CONTRACT_ERASED_af4c5abdd595/MSG01E_ADAPTER_RECOVERY_RECORD.md,8d4ba9d847e98297612950f5c4ed2272bc63eb372165cfa827ecc88053c6930d,8d4ba9d847e98297612950f5c4ed2272bc63eb372165cfa827ecc88053c6930d,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-COVERAGE_MUTATION_OR_CONTROL-002,LOC-C04-UA,4,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_tomsg_cleanroom/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/MSG01F_ARTIFACT_MANIFEST.sha256,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/00-candidate-development/06-v4-direct-pragma-recovery/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/MSG01F_ARTIFACT_MANIFEST.sha256,73747f64b2a52eb59d2c9410c1a008cb78f3062c03a39f7fbaaaddfc9748782b,73747f64b2a52eb59d2c9410c1a008cb78f3062c03a39f7fbaaaddfc9748782b,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-COVERAGE_MUTATION_OR_CONTROL-003,LOC-C04-UA,4,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_tomsg_cleanroom/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/MSG01F_PREFLIGHT_SUMMARY.txt,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/00-candidate-development/06-v4-direct-pragma-recovery/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/MSG01F_PREFLIGHT_SUMMARY.txt,49062b7ee0210ea4db2c0ea75cf2f0bbd1772501957a72a0cd11908ed81af423,49062b7ee0210ea4db2c0ea75cf2f0bbd1772501957a72a0cd11908ed81af423,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-COVERAGE_MUTATION_OR_CONTROL-004,LOC-C04-UA,4,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_tomsg_cleanroom/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/MSG01F_TERMINAL_CAPTURE.txt,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/00-candidate-development/06-v4-direct-pragma-recovery/MSG01F_T1_V4_DIRECT_PRAGMA_RECOVERY_af4c5abdd595/MSG01F_TERMINAL_CAPTURE.txt,b629abdea8558c05addaf629fc2f41f081876d63f6165f930897f94e88d4a3a6,b629abdea8558c05addaf629fc2f41f081876d63f6165f930897f94e88d4a3a6,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-COVERAGE_MUTATION_OR_CONTROL-005,LOC-C04-UA,4,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/MSG01K_R1_ARTIFACT_MANIFEST.sha256,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/06-final-evidence-consolidation/02-revision-2-final/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/source_manifests/MSG01K_R1_ARTIFACT_MANIFEST.sha256,099d16483264133b7a5e6a978facb5b253ccb79211d16b87624a8587329ddc66,099d16483264133b7a5e6a978facb5b253ccb79211d16b87624a8587329ddc66,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-COVERAGE_MUTATION_OR_CONTROL-006,LOC-C04-UA,4,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_tomsg_cleanroom/MSG01K_R1_T1_MUTATION_FAMILY_FREEZE_V1_af4c5abdd595/MSG01K_R1_ARTIFACT_MANIFEST.sha256.sha256,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/06-final-evidence-consolidation/02-revision-2-final/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/source_manifests/MSG01K_R1_ARTIFACT_MANIFEST.sha256.sha256,fcc4a4b4ba0cd6913f08258a2ed70069ae754b7b99adad8f6e05cd2167ffbac8,fcc4a4b4ba0cd6913f08258a2ed70069ae754b7b99adad8f6e05cd2167ffbac8,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-COVERAGE_MUTATION_OR_CONTROL-007,LOC-C04-UA,4,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_tomsg_cleanroom/MSG01L_R1_T1_MUTATION_EXECUTION_RUN1_af4c5abdd595/MSG01K_L_R1_COMBINED_TERMINAL_CAPTURE.txt,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/05-mutation-sensitivity/03-revised-execution/MSG01L_R1_T1_MUTATION_EXECUTION_RUN1_af4c5abdd595/MSG01K_L_R1_COMBINED_TERMINAL_CAPTURE.txt,5f2d8f0cc8e26de07d8fc636d932913c8aaeca6424e98854f993324cc69a99fb,5f2d8f0cc8e26de07d8fc636d932913c8aaeca6424e98854f993324cc69a99fb,1,RESOLVED_HASH_MATCH
REP-LOC-C04-UA-COVERAGE_MUTATION_OR_CONTROL-008,LOC-C04-UA,4,COVERAGE_MUTATION_OR_CONTROL,mlk_poly_tomsg_cleanroom/MSG01L_R1_T1_MUTATION_EXECUTION_RUN1_af4c5abdd595/MSG01L_R1_ARTIFACT_MANIFEST.sha256,experiments/poly-tomsg/MSG-T1-exact-fips-semantics/06-final-evidence-consolidation/02-revision-2-final/MSG01M_R2_T1_FINAL_EVIDENCE_CONSOLIDATION_af4c5abdd595/source_manifests/MSG01L_R1_ARTIFACT_MANIFEST.sha256,d4c4cebe9d87a7b15db707307faf2b2b8adc6e57d6b4e9aa28009164b48606b8,d4c4cebe9d87a7b15db707307faf2b2b8adc6e57d6b4e9aa28009164b48606b8,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-HARNESS-001,LOC-C05-UA,5,HARNESS,mlk_poly_frommsg_cleanroom/FROMMSG00A2_NATIVE_OVERLAP_BASELINE/native_poly_frommsg_harness_20260724T131455Z.c,experiments/poly-frommsg/00-campaign-setup/01-native-overlap-baseline/FROMMSG00A2_NATIVE_OVERLAP_BASELINE/native_poly_frommsg_harness_20260724T131455Z.c,60c5e7a0ce1320dacc016a369f924f7de5caf5bcd071d9eed1aadffaa4ee7923,60c5e7a0ce1320dacc016a369f924f7de5caf5bcd071d9eed1aadffaa4ee7923,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-HARNESS-002,LOC-C05-UA,5,HARNESS,mlk_poly_frommsg_cleanroom/FROMMSG_T1_EXACT_EMBEDDING_PREFLIGHT/frommsg_t1_exact_harness_20260724T133806Z.c,experiments/poly-frommsg/T01-exact-binary-embedding/03-exact-embedding-preflight/FROMMSG_T1_EXACT_EMBEDDING_PREFLIGHT/frommsg_t1_exact_harness_20260724T133806Z.c,7a9cce12f267c0af4c25da6564bcb57169d7b47d5d4b322a7d2853bfa1d01ec7,7a9cce12f267c0af4c25da6564bcb57169d7b47d5d4b322a7d2853bfa1d01ec7,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-HARNESS-003,LOC-C05-UA,5,HARNESS,mlk_poly_frommsg_cleanroom/FROMMSG_T1_NONVACUITY_MUTATION_PREFLIGHT/frommsg_t1_mutation_harness_20260724T134817Z.c,experiments/poly-frommsg/T01-exact-binary-embedding/04-nonvacuity-and-mutation-preflight/FROMMSG_T1_NONVACUITY_MUTATION_PREFLIGHT/frommsg_t1_mutation_harness_20260724T134817Z.c,36a92dc36bcbeb43ee7ff69c23f8c1077d696cadab450d3b7590bc58cc1d2b46,36a92dc36bcbeb43ee7ff69c23f8c1077d696cadab450d3b7590bc58cc1d2b46,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-HARNESS-004,LOC-C05-UA,5,HARNESS,mlk_poly_frommsg_cleanroom/FROMMSG_T1_NONVACUITY_MUTATION_PREFLIGHT/frommsg_t1_reachability_harness_20260724T134817Z.c,experiments/poly-frommsg/T01-exact-binary-embedding/04-nonvacuity-and-mutation-preflight/FROMMSG_T1_NONVACUITY_MUTATION_PREFLIGHT/frommsg_t1_reachability_harness_20260724T134817Z.c,c4fd88a694a9bd420ec2d39d58232b40e7f0978e1b8512970eb0c0ddc46df615,c4fd88a694a9bd420ec2d39d58232b40e7f0978e1b8512970eb0c0ddc46df615,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-HARNESS-005,LOC-C05-UA,5,HARNESS,mlk_poly_frommsg_cleanroom/FROMSGT1P0_DIRECT_BODY_PREFLIGHT/frommsg_t1_exact_binary_embedding_harness.c,experiments/poly-frommsg/T01-exact-binary-embedding/00-direct-body-preflight/FROMSGT1P0_DIRECT_BODY_PREFLIGHT/frommsg_t1_exact_binary_embedding_harness.c,657afc885742ee6bbef421dbf336c07ed0b40f95a92ff251ffb56122dc285266,657afc885742ee6bbef421dbf336c07ed0b40f95a92ff251ffb56122dc285266,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-HARNESS-006,LOC-C05-UA,5,HARNESS,mlk_poly_frommsg_cleanroom/FROMSGT1_AUTHORITATIVE_COMBINED_R2/frommsg_t1_nonvacuity_harness.c,experiments/poly-frommsg/T01-exact-binary-embedding/07-authoritative-combined-r2/FROMSGT1_AUTHORITATIVE_COMBINED_R2/frommsg_t1_nonvacuity_harness.c,9801faa01860a7ddc6e1a8b92e12df49db5280d9ff5cf3f1048ecb8547abbe03,9801faa01860a7ddc6e1a8b92e12df49db5280d9ff5cf3f1048ecb8547abbe03,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-HARNESS-007,LOC-C05-UA,5,HARNESS,mlk_poly_frommsg_cleanroom/FROMSGT1_AUTHORITATIVE_FINAL_R3/MUTATION_ALWAYS_HALF_harness.c,experiments/poly-frommsg/T01-exact-binary-embedding/08-final-authoritative-r3/FROMSGT1_AUTHORITATIVE_FINAL_R3/MUTATION_ALWAYS_HALF_harness.c,f134df4310fc92af17c2a16cf5d56632d32ed379b5c62979a73195d3f486633e,f134df4310fc92af17c2a16cf5d56632d32ed379b5c62979a73195d3f486633e,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-HARNESS-008,LOC-C05-UA,5,HARNESS,mlk_poly_frommsg_cleanroom/FROMSGT1_AUTHORITATIVE_FINAL_R3/MUTATION_ALWAYS_ZERO_harness.c,experiments/poly-frommsg/T01-exact-binary-embedding/08-final-authoritative-r3/FROMSGT1_AUTHORITATIVE_FINAL_R3/MUTATION_ALWAYS_ZERO_harness.c,e4038389be34ce09219430bc7b17f20947c53517725f61f78720160ff24bf198,e4038389be34ce09219430bc7b17f20947c53517725f61f78720160ff24bf198,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-COMMAND_OR_RUNNER-001,LOC-C05-UA,5,COMMAND_OR_RUNNER,mlk_poly_frommsg_cleanroom/FROMSGT1_AUTHORITATIVE_COMBINED/run_frommsg_t1_authoritative_combined.sh,experiments/poly-frommsg/T01-exact-binary-embedding/06-authoritative-combined-development/FROMSGT1_AUTHORITATIVE_COMBINED/run_frommsg_t1_authoritative_combined.sh,e67424961a5404c2d924bee597476d6d092af50820fc1e5f8ef46c0f98d5cab9,e67424961a5404c2d924bee597476d6d092af50820fc1e5f8ef46c0f98d5cab9,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-COMMAND_OR_RUNNER-002,LOC-C05-UA,5,COMMAND_OR_RUNNER,mlk_poly_frommsg_cleanroom/FROMSGT1_AUTHORITATIVE_COMBINED_R2/run_frommsg_t1_authoritative_combined_r2.sh,experiments/poly-frommsg/T01-exact-binary-embedding/07-authoritative-combined-r2/FROMSGT1_AUTHORITATIVE_COMBINED_R2/run_frommsg_t1_authoritative_combined_r2.sh,f0823c9e7fdf340f510098d22159a1c8c8fa4e66f5d9dee567c3f3ff998a2a9e,f0823c9e7fdf340f510098d22159a1c8c8fa4e66f5d9dee567c3f3ff998a2a9e,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-COMMAND_OR_RUNNER-003,LOC-C05-UA,5,COMMAND_OR_RUNNER,mlk_poly_frommsg_cleanroom/FROMSGT1_AUTHORITATIVE_FINAL_R3/run_frommsg_t1_final_r3.sh,experiments/poly-frommsg/T01-exact-binary-embedding/08-final-authoritative-r3/FROMSGT1_AUTHORITATIVE_FINAL_R3/run_frommsg_t1_final_r3.sh,9aa6b15b46a7dd92c2ed1ffc3a5df3fd334f50ac49b3317249a076a6b74440b3,9aa6b15b46a7dd92c2ed1ffc3a5df3fd334f50ac49b3317249a076a6b74440b3,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-COMMAND_OR_RUNNER-004,LOC-C05-UA,5,COMMAND_OR_RUNNER,mlk_poly_frommsg_cleanroom/FROMMSG00D2_BUILD_WORK_20260724T171137Z/cbmc-develop/scripts/run_diff.sh,experiments/poly-frommsg/05-cbmc-coverage-and-toolchain-investigation/D03-develop-build-and-final-declaration/00-canonical-cbmc-develop-source-and-build-20260726T015622Z/source/scripts/run_diff.sh,428cce01eec53b84adcf2b976914b53055057cead0d0e774bd4864a2feb4f783,428cce01eec53b84adcf2b976914b53055057cead0d0e774bd4864a2feb4f783,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-COMMAND_OR_RUNNER-005,LOC-C05-UA,5,COMMAND_OR_RUNNER,mlk_poly_frommsg_cleanroom/FROMMSG00D2_BUILD_WORK_20260724T171137Z/cbmc-develop/scripts/run_doxygen.sh,experiments/poly-frommsg/05-cbmc-coverage-and-toolchain-investigation/D03-develop-build-and-final-declaration/00-canonical-cbmc-develop-source-and-build-20260726T015622Z/source/scripts/run_doxygen.sh,ac8af7ce47ea4dea1360a01c7bbe39a6c69506ce32cfc00e7a46cd11bcf239f8,ac8af7ce47ea4dea1360a01c7bbe39a6c69506ce32cfc00e7a46cd11bcf239f8,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-COMMAND_OR_RUNNER-006,LOC-C05-UA,5,COMMAND_OR_RUNNER,mlk_poly_frommsg_cleanroom/FROMMSG00D2_BUILD_WORK_20260724T171137Z/cbmc-develop/scripts/run_lint.sh,experiments/poly-frommsg/05-cbmc-coverage-and-toolchain-investigation/D03-develop-build-and-final-declaration/00-canonical-cbmc-develop-source-and-build-20260726T015622Z/source/scripts/run_lint.sh,8f05fdd0e46526864366ef5d006692c728dec901cb7897a7af9f58abf03cdd6a,8f05fdd0e46526864366ef5d006692c728dec901cb7897a7af9f58abf03cdd6a,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-COMMAND_OR_RUNNER-007,LOC-C05-UA,5,COMMAND_OR_RUNNER,mlk_poly_frommsg_cleanroom/FROMMSG00D2_BUILD_WORK_20260724T171137Z/cbmc-develop/scripts/run_test_upload_cov_report.sh,experiments/poly-frommsg/05-cbmc-coverage-and-toolchain-investigation/D03-develop-build-and-final-declaration/00-canonical-cbmc-develop-source-and-build-20260726T015622Z/source/scripts/run_test_upload_cov_report.sh,1fcd17e816c6f3932d2d2c4567d416ceb34e7c88299ed6fdd6d5e6dbb2129d9e,1fcd17e816c6f3932d2d2c4567d416ceb34e7c88299ed6fdd6d5e6dbb2129d9e,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-COMMAND_OR_RUNNER-008,LOC-C05-UA,5,COMMAND_OR_RUNNER,mlk_poly_frommsg_cleanroom/FROMMSG00D3_BUILD_WORK_20260725T172202Z/source/scripts/run_diff.sh,experiments/poly-frommsg/05-cbmc-coverage-and-toolchain-investigation/D03-develop-build-and-final-declaration/00-canonical-cbmc-develop-source-and-build-20260726T015622Z/source/scripts/run_diff.sh,428cce01eec53b84adcf2b976914b53055057cead0d0e774bd4864a2feb4f783,428cce01eec53b84adcf2b976914b53055057cead0d0e774bd4864a2feb4f783,1,RESOLVED_HASH_MATCH
REP-LOC-C05-UA-RAW_RESULT-001,LOC-C05-UA,5,RAW_RESULT,mlk_poly_frommsg_cleanroom/FROMMSG00D2_BUILD_WORK_20260724T171137Z/cbmc-develop/regression/cbmc-output-file/CMakeLists.txt,experiments/poly-frommsg/05-cbmc-coverage-and-toolchain-investigation/D03-develop-build-and-final-declaration/00-canonical-cbmc-develop-source-and-build-20260726T015622Z/source/regression/cbmc-output-file/CMakeLists.txt,c8b0cecfe5fb32f3d488f0317ea49e0f31e3f8bda325c8fee6e2b72e6bbfa590,c8b0cecfe5fb32f3d488f0317ea49e0f31e3f8bda325c8fee6e2b72e6bbfa590,134,RESOLVED_HASH_MATCH
