property_record_id,case_id,condition,target,historical_id,approved_property_name,property_class,source_revision,parameter_set,input_domain,assumptions_and_grounding,formal_relation,assertion_or_harness_mapping,result,target_reachability,assumption_feasibility,nonvacuity_evidence,mutation_status,strongest_bounded_conclusion,explicit_exclusion,evidence_locator_id,evidence_path_hint,evidence_completeness,archive_name_resolved,archive_sha256,archive_evidence_path,archive_entry_sha256,archive_resolution_status,archive_candidate_count,resolved_public_evidence_path,public_evidence_sha256,public_path_resolution_status,public_path_candidate_count
PR-C02-004,2,UNASSISTED,mlk_poly_sub,SUB-T2.P1,Normalization compatibility,Relational sequential,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,"int16_t A,B with applicable representability","Valid, separately modelled objects unless an alias diagnostic explicitly states otherwise; unchanged production target; complete registered loop unwinding.",N(A-B)=N(N(A)-N(B)),SUB-T2 relational harness,SUPPORTED,YES,YES,SUPPORTED,Property-specific boundary controls; no complete T3 mutation claim,Two production normalization routes agree.,Equality of two paths is interpreted together with SUB-T1 independent oracle evidence.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-005,2,UNASSISTED,mlk_poly_sub,SUB-T3A,Exact right cancellation,Cancellation composition,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,Initial A-B representable and recomposition calls valid,"Valid, separately modelled objects unless an alias diagnostic explicitly states otherwise; unchanged production target; complete registered loop unwinding.","add(sub(A,B),B)=A",SUB-T3 cancellation harness family,SUPPORTED,YES,YES,SUPPORTED,T3 mutation analysis NOT TESTED/deferred,The registered exact or modular cancellation relation is supported.,Does not imply unrestricted finite-width group laws outside the registered domains.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-006,2,UNASSISTED,mlk_poly_sub,SUB-T3B,Exact left cancellation,Cancellation composition,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,Initial A+B representable and recomposition calls valid,"Valid, separately modelled objects unless an alias diagnostic explicitly states otherwise; unchanged production target; complete registered loop unwinding.","sub(add(A,B),B)=A",SUB-T3 cancellation harness family,SUPPORTED,YES,YES,SUPPORTED,T3 mutation analysis NOT TESTED/deferred,The registered exact or modular cancellation relation is supported.,Does not imply unrestricted finite-width group laws outside the registered domains.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-007,2,UNASSISTED,mlk_poly_sub,SUB-T3C,Modular cancellation,Cancellation composition,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,Registered representable initial operation; canonical reduction at comparison,"Valid, separately modelled objects unless an alias diagnostic explicitly states otherwise; unchanged production target; complete registered loop unwinding.","N(add(sub(A,B),B))=N(A) and registered counterpart",SUB-T3 cancellation harness family,SUPPORTED,YES,YES,SUPPORTED,T3 mutation analysis NOT TESTED/deferred,The registered exact or modular cancellation relation is supported.,Does not imply unrestricted finite-width group laws outside the registered domains.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-008,2,UNASSISTED,mlk_poly_sub,SUB-T4.P1,Canonical-domain exact subtraction,Functional refinement,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,Canonical ML-KEM coefficient arrays,"Separate valid polynomial objects; all input coefficients canonical in [0,3328]; unchanged retained portable-C target; signed representability derived from the domain.",r[i] = int32(A[i]) - int32(B[i]),SUB-T4 canonical-domain harness,SUPPORTED,YES,YES,SUPPORTED,Five boundary covers retained; false stronger lower/upper bounds rejected,The raw production output equals exact coefficient-wise subtraction on canonical inputs.,Not arbitrary non-canonical input behaviour.,LOC-C02-UA,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/SUB00N_BATCH4_CANONICAL_DOMAIN/frozen_harness_family_v1/harnesses/sub_t4_canonical_domain_harness.c,COMPLETE,thesis_batch_3.zip,67eae3ada1cd8cd5aa9d8a3336a1113e3cc73f4f4f6660f511a8dd3ac32da278,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/SUB00N_BATCH4_CANONICAL_DOMAIN/frozen_harness_family_v1/harnesses/sub_t4_canonical_domain_harness.c,9828c24ee004f3f2821179e2c7b39ff07f17a4514c6f96bf9abeee3635edbdcc,RESOLVED,1,experiments/poly-sub/T04-canonical-domain/curated-harnesses/sub_t4_canonical_domain_harness.c,9828c24ee004f3f2821179e2c7b39ff07f17a4514c6f96bf9abeee3635edbdcc,RESOLVED_HASH_MATCH,5
PR-C02-009,2,UNASSISTED,mlk_poly_sub,SUB-T4.P2,Tight canonical-domain output interval,Range,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,Canonical ML-KEM coefficient arrays,"Separate valid polynomial objects; all input coefficients canonical in [0,3328]; unchanged retained portable-C target; signed representability derived from the domain.",-3328 <= r[i] <= 3328,SUB-T4 canonical-domain harness,SUPPORTED,YES,YES,SUPPORTED,Five boundary covers retained; false stronger lower/upper bounds rejected,The exact raw output lies in the tight derived interval.,The output is not claimed to be canonical before reduction.,LOC-C02-UA,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/SUB00N_BATCH4_CANONICAL_DOMAIN/frozen_harness_family_v1/harnesses/sub_t4_canonical_domain_harness.c,COMPLETE,thesis_batch_3.zip,67eae3ada1cd8cd5aa9d8a3336a1113e3cc73f4f4f6660f511a8dd3ac32da278,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/SUB00N_BATCH4_CANONICAL_DOMAIN/frozen_harness_family_v1/harnesses/sub_t4_canonical_domain_harness.c,9828c24ee004f3f2821179e2c7b39ff07f17a4514c6f96bf9abeee3635edbdcc,RESOLVED,1,experiments/poly-sub/T04-canonical-domain/curated-harnesses/sub_t4_canonical_domain_harness.c,9828c24ee004f3f2821179e2c7b39ff07f17a4514c6f96bf9abeee3635edbdcc,RESOLVED_HASH_MATCH,5
PR-C02-010,2,UNASSISTED,mlk_poly_sub,SUB-T4.P3,Representability derived from canonical inputs,Arithmetic safety/domain bridge,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,Canonical ML-KEM coefficient arrays,"Separate valid polynomial objects; all input coefficients canonical in [0,3328]; unchanged retained portable-C target; signed representability derived from the domain.","A[i],B[i] in [0,3328] => A[i]-B[i] in [-3328,3328] subset int16_t",SUB-T4 canonical-domain harness,SUPPORTED,YES,YES,SUPPORTED,Five boundary covers retained; false stronger lower/upper bounds rejected,No separate conclusion-forcing representability assumption is needed.,Does not remove representability requirements for wider non-canonical domains.,LOC-C02-UA,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/SUB00N_BATCH4_CANONICAL_DOMAIN/frozen_harness_family_v1/harnesses/sub_t4_canonical_domain_harness.c,COMPLETE,thesis_batch_3.zip,67eae3ada1cd8cd5aa9d8a3336a1113e3cc73f4f4f6660f511a8dd3ac32da278,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/SUB00N_BATCH4_CANONICAL_DOMAIN/frozen_harness_family_v1/harnesses/sub_t4_canonical_domain_harness.c,9828c24ee004f3f2821179e2c7b39ff07f17a4514c6f96bf9abeee3635edbdcc,RESOLVED,1,experiments/poly-sub/T04-canonical-domain/curated-harnesses/sub_t4_canonical_domain_harness.c,9828c24ee004f3f2821179e2c7b39ff07f17a4514c6f96bf9abeee3635edbdcc,RESOLVED_HASH_MATCH,5
PR-C02-011,2,UNASSISTED,mlk_poly_sub,SUB-T4.P4,Second-input frame preservation,Frame,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,Canonical ML-KEM coefficient arrays,"Separate valid polynomial objects; all input coefficients canonical in [0,3328]; unchanged retained portable-C target; signed representability derived from the domain.",B_after = B_before,SUB-T4 canonical-domain harness,SUPPORTED,YES,YES,SUPPORTED,Five boundary covers retained; false stronger lower/upper bounds rejected,The read-only subtrahend is preserved in the modelled call.,Not a universal whole-program footprint claim.,LOC-C02-UA,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/SUB00N_BATCH4_CANONICAL_DOMAIN/frozen_harness_family_v1/harnesses/sub_t4_canonical_domain_harness.c,COMPLETE,thesis_batch_3.zip,67eae3ada1cd8cd5aa9d8a3336a1113e3cc73f4f4f6660f511a8dd3ac32da278,mlk_poly_sub_cleanroom/SUB00A_d9613cf60de3/SUB00N_BATCH4_CANONICAL_DOMAIN/frozen_harness_family_v1/harnesses/sub_t4_canonical_domain_harness.c,9828c24ee004f3f2821179e2c7b39ff07f17a4514c6f96bf9abeee3635edbdcc,RESOLVED,1,experiments/poly-sub/T04-canonical-domain/curated-harnesses/sub_t4_canonical_domain_harness.c,9828c24ee004f3f2821179e2c7b39ff07f17a4514c6f96bf9abeee3635edbdcc,RESOLVED_HASH_MATCH,5
PR-C02-012,2,UNASSISTED,mlk_poly_sub,SUB-T5.1,Input-frame preservation,Relational/frame,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,All coefficients canonical 0..3328; symbolic selected indices; valid separate objects,No conclusion-shaped arithmetic assumptions,"A1,A2,B1,B2 and registered snapshots/guards unchanged",SUB-T5 frozen two-run harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T5 mutants killed; two expected-failure controls rejected,"The registered dependency, frame or determinism relation is supported.",T5.6 is limited to explicitly modelled harness-owned objects.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-013,2,UNASSISTED,mlk_poly_sub,SUB-T5.2,Coefficient locality,Relational/frame,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,All coefficients canonical 0..3328; symbolic selected indices; valid separate objects,No conclusion-shaped arithmetic assumptions,A1[k]=A2[k] and B1[k]=B2[k] => R1[k]=R2[k],SUB-T5 frozen two-run harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T5 mutants killed; two expected-failure controls rejected,"The registered dependency, frame or determinism relation is supported.",T5.6 is limited to explicitly modelled harness-owned objects.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-014,2,UNASSISTED,mlk_poly_sub,SUB-T5.3,Cross-coefficient non-interference,Relational/frame,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,All coefficients canonical 0..3328; symbolic selected indices; valid separate objects,No conclusion-shaped arithmetic assumptions,inputs differ only at j => outputs agree for all i != j,SUB-T5 frozen two-run harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T5 mutants killed; two expected-failure controls rejected,"The registered dependency, frame or determinism relation is supported.",T5.6 is limited to explicitly modelled harness-owned objects.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-015,2,UNASSISTED,mlk_poly_sub,SUB-T5.4,Exact changed-coordinate effect,Relational/frame,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,All coefficients canonical 0..3328; symbolic selected indices; valid separate objects,No conclusion-shaped arithmetic assumptions,R1[j]-R2[j]=(A1[j]-B1[j])-(A2[j]-B2[j]) in widened arithmetic,SUB-T5 frozen two-run harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T5 mutants killed; two expected-failure controls rejected,"The registered dependency, frame or determinism relation is supported.",T5.6 is limited to explicitly modelled harness-owned objects.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-016,2,UNASSISTED,mlk_poly_sub,SUB-T5.5,Determinism,Relational/frame,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,All coefficients canonical 0..3328; symbolic selected indices; valid separate objects,No conclusion-shaped arithmetic assumptions,A1=A2 and B1=B2 => R1=R2,SUB-T5 frozen two-run harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T5 mutants killed; two expected-failure controls rejected,"The registered dependency, frame or determinism relation is supported.",T5.6 is limited to explicitly modelled harness-owned objects.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-017,2,UNASSISTED,mlk_poly_sub,SUB-T5.6,Harness-observed destination-only boundary,Relational/frame,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,All coefficients canonical 0..3328; symbolic selected indices; valid separate objects,No conclusion-shaped arithmetic assumptions,"Only R1,R2 among explicitly modelled harness objects may change",SUB-T5 frozen two-run harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T5 mutants killed; two expected-failure controls rejected,"The registered dependency, frame or determinism relation is supported.",T5.6 is limited to explicitly modelled harness-owned objects.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-018,2,UNASSISTED,mlk_poly_sub,SUB-T6.1,Object validity and separation,Production-slice composition,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,ML-KEM-768 registered caller slice and producer-bound domain,Frozen producer bounds and scoped verification adapter; production functions unchanged,All registered slice objects are valid and separated as required,SUB-T6 positive harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T6 mutants killed; three false controls rejected,The registered production slice obligation is supported.,Not complete decryption correctness or a proof of every caller.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-019,2,UNASSISTED,mlk_poly_sub,SUB-T6.2,Representability derivation,Production-slice composition,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,ML-KEM-768 registered caller slice and producer-bound domain,Frozen producer bounds and scoped verification adapter; production functions unchanged,"v in [0,3328], sb in [-26631,26631] => v-sb in [-26631,29959] subset int16",SUB-T6 positive harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T6 mutants killed; three false controls rejected,The registered production slice obligation is supported.,Not complete decryption correctness or a proof of every caller.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-020,2,UNASSISTED,mlk_poly_sub,SUB-T6.3,Exact call-site subtraction,Production-slice composition,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,ML-KEM-768 registered caller slice and producer-bound domain,Frozen producer bounds and scoped verification adapter; production functions unchanged,after sub: v_sub[i]=v_before[i]-sb_before[i],SUB-T6 positive harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T6 mutants killed; three false controls rejected,The registered production slice obligation is supported.,Not complete decryption correctness or a proof of every caller.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-021,2,UNASSISTED,mlk_poly_sub,SUB-T6.4,Caller-frame preservation,Production-slice composition,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,ML-KEM-768 registered caller slice and producer-bound domain,Frozen producer bounds and scoped verification adapter; production functions unchanged,sb and registered read-only/snapshot objects unchanged,SUB-T6 positive harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T6 mutants killed; three false controls rejected,The registered production slice obligation is supported.,Not complete decryption correctness or a proof of every caller.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-022,2,UNASSISTED,mlk_poly_sub,SUB-T6.5,Subtract-reduce handoff,Production-slice composition,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,ML-KEM-768 registered caller slice and producer-bound domain,Frozen producer bounds and scoped verification adapter; production functions unchanged,after reduce: v[i]=canon_q(v_before[i]-sb_before[i]),SUB-T6 positive harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T6 mutants killed; three false controls rejected,The registered production slice obligation is supported.,Not complete decryption correctness or a proof of every caller.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-023,2,UNASSISTED,mlk_poly_sub,SUB-T6.6,tomsg precondition and const-input behaviour,Production-slice composition,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,ML-KEM-768 registered caller slice and producer-bound domain,Frozen producer bounds and scoped verification adapter; production functions unchanged,reduced coefficients satisfy tomsg domain; tomsg preserves polynomial input,SUB-T6 positive harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T6 mutants killed; three false controls rejected,The registered production slice obligation is supported.,Not complete decryption correctness or a proof of every caller.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
PR-C02-024,2,UNASSISTED,mlk_poly_sub,SUB-T6.7,Complete bounded slice safety,Production-slice composition,d9613cf60de3132d32475c102d8c2781d84feb34,ML-KEM-768,ML-KEM-768 registered caller slice and producer-bound domain,Frozen producer bounds and scoped verification adapter; production functions unchanged,registered sub -> reduce -> tomsg slice satisfies enabled safety/unwinding checks,SUB-T6 positive harness family,SUPPORTED,YES,YES,SUPPORTED,Four selected T6 mutants killed; three false controls rejected,The registered production slice obligation is supported.,Not complete decryption correctness or a proof of every caller.,LOC-C02-UA,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,COMPLETE,ALL_VERIFICATION_COMPELETED_SUMMARY_PROFESSOR_CLEANED_CODEX_RECORDED(1).zip,744a348bda13e3f6a8adafcca9411bd2ffb717b7fe016c2341a159a574a85389,ALL VERIFICATION COMPELETED SUMMARY/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED,1,reports/MLK_POLY_SUB_A_TO_Z_PROFESSOR_REPORT.md,2a82ed51792ef4106f7e128aa876187f730ca1890963b3739a614b72b736820e,RESOLVED_HASH_MATCH,1
