cbmc_property_id,cbmc_status,cbmc_property_type,cbmc_description,matched_candidate_property_id,matched_candidate_property_type,match_score,mapping_status,related_critic_issue_count,related_critic_issues
mlk_invntt_layer.pointer_dereference.28,SUCCESS,pointer_safety,line 508 dereference failure: dead object in r[(signed long int)(j + len)],P4,array_bounds,0.176,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_invntt_layer.pointer_dereference.29,SUCCESS,pointer_safety,line 508 dereference failure: pointer outside object bounds in r[(signed long int)(j + len)],P4,array_bounds,0.263,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_invntt_layer.pointer_dereference.30,SUCCESS,pointer_safety,line 508 dereference failure: invalid integer address in r[(signed long int)(j + len)],P6,integer_overflow,0.167,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_invntt_layer.pointer_dereference.31,SUCCESS,pointer_safety,line 508 dereference failure: pointer NULL in r[(signed long int)(j + len)],P4,array_bounds,0.176,unmapped_or_builtin_cbmc_check,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_invntt_layer.pointer_dereference.32,SUCCESS,pointer_safety,line 508 dereference failure: pointer invalid in r[(signed long int)(j + len)],P4,array_bounds,0.176,unmapped_or_builtin_cbmc_check,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_invntt_layer.pointer_dereference.33,SUCCESS,pointer_safety,line 508 dereference failure: deallocated dynamic object in r[(signed long int)(j + len)],P4,array_bounds,0.167,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_invntt_layer.pointer_dereference.34,SUCCESS,pointer_safety,line 508 dereference failure: dead object in r[(signed long int)(j + len)],P4,array_bounds,0.176,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_invntt_layer.pointer_dereference.35,SUCCESS,pointer_safety,line 508 dereference failure: pointer outside object bounds in r[(signed long int)(j + len)],P4,array_bounds,0.263,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_invntt_layer.pointer_dereference.36,SUCCESS,pointer_safety,line 508 dereference failure: invalid integer address in r[(signed long int)(j + len)],P6,integer_overflow,0.167,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.overflow.1,SUCCESS,integer_overflow,line 361 arithmetic overflow on unsigned + in start + len,P6,integer_overflow,0.417,matched_candidate,0,[]
mlk_ntt_butterfly_block.overflow.6,SUCCESS,integer_overflow,line 361 arithmetic overflow on unsigned + in j + 1u,P6,integer_overflow,0.385,matched_candidate,0,[]
mlk_ntt_butterfly_block.overflow.2,SUCCESS,integer_overflow,line 375 arithmetic overflow on unsigned + in j + len,P6,integer_overflow,0.5,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.pointer_dereference.1,SUCCESS,pointer_safety,line 375 dereference failure: pointer NULL in r[(signed long int)(j + len)],P4,array_bounds,0.176,unmapped_or_builtin_cbmc_check,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_ntt_butterfly_block.pointer_dereference.2,SUCCESS,pointer_safety,line 375 dereference failure: pointer invalid in r[(signed long int)(j + len)],P4,array_bounds,0.235,unmapped_or_builtin_cbmc_check,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_ntt_butterfly_block.pointer_dereference.3,SUCCESS,pointer_safety,line 375 dereference failure: deallocated dynamic object in r[(signed long int)(j + len)],P4,array_bounds,0.167,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.pointer_dereference.4,SUCCESS,pointer_safety,line 375 dereference failure: dead object in r[(signed long int)(j + len)],P4,array_bounds,0.176,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.pointer_dereference.5,SUCCESS,pointer_safety,line 375 dereference failure: pointer outside object bounds in r[(signed long int)(j + len)],P4,array_bounds,0.263,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_ntt_butterfly_block.pointer_dereference.6,SUCCESS,pointer_safety,line 375 dereference failure: invalid integer address in r[(signed long int)(j + len)],P6,integer_overflow,0.167,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.overflow.3,SUCCESS,integer_overflow,line 377 arithmetic overflow on unsigned + in j + len,P6,integer_overflow,0.417,matched_candidate,0,[]
mlk_ntt_butterfly_block.overflow.4,SUCCESS,integer_overflow,line 377 arithmetic overflow on signed - in (signed int)r[(signed long int)j] - (signed int)t,P6,integer_overflow,0.4,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.pointer_dereference.7,SUCCESS,pointer_safety,line 377 dereference failure: pointer NULL in r[(signed long int)(j + len)],P17,functional_correctness,0.235,unmapped_or_builtin_cbmc_check,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_ntt_butterfly_block.pointer_dereference.8,SUCCESS,pointer_safety,line 377 dereference failure: pointer invalid in r[(signed long int)(j + len)],P4,array_bounds,0.176,unmapped_or_builtin_cbmc_check,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_ntt_butterfly_block.pointer_dereference.9,SUCCESS,pointer_safety,line 377 dereference failure: deallocated dynamic object in r[(signed long int)(j + len)],P4,array_bounds,0.167,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.pointer_dereference.10,SUCCESS,pointer_safety,line 377 dereference failure: dead object in r[(signed long int)(j + len)],P4,array_bounds,0.176,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.pointer_dereference.11,SUCCESS,pointer_safety,line 377 dereference failure: pointer outside object bounds in r[(signed long int)(j + len)],P4,array_bounds,0.263,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_ntt_butterfly_block.pointer_dereference.12,SUCCESS,pointer_safety,line 377 dereference failure: invalid integer address in r[(signed long int)(j + len)],P6,integer_overflow,0.167,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.pointer_dereference.13,SUCCESS,pointer_safety,line 377 dereference failure: pointer NULL in r[(signed long int)j],P4,array_bounds,0.188,unmapped_or_builtin_cbmc_check,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_ntt_butterfly_block.pointer_dereference.14,SUCCESS,pointer_safety,line 377 dereference failure: pointer invalid in r[(signed long int)j],P4,array_bounds,0.188,unmapped_or_builtin_cbmc_check,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_ntt_butterfly_block.pointer_dereference.15,SUCCESS,pointer_safety,line 377 dereference failure: deallocated dynamic object in r[(signed long int)j],P4,array_bounds,0.176,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.pointer_dereference.16,SUCCESS,pointer_safety,line 377 dereference failure: dead object in r[(signed long int)j],P4,array_bounds,0.188,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.pointer_dereference.17,SUCCESS,pointer_safety,line 377 dereference failure: pointer outside object bounds in r[(signed long int)j],P4,array_bounds,0.278,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_ntt_butterfly_block.pointer_dereference.18,SUCCESS,pointer_safety,line 377 dereference failure: invalid integer address in r[(signed long int)j],P6,integer_overflow,0.176,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.overflow.5,SUCCESS,integer_overflow,line 378 arithmetic overflow on signed + in (signed int)r[(signed long int)j] + (signed int)t,P6,integer_overflow,0.4,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.pointer_dereference.19,SUCCESS,pointer_safety,line 378 dereference failure: pointer NULL in r[(signed long int)j],P4,array_bounds,0.188,unmapped_or_builtin_cbmc_check,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_ntt_butterfly_block.pointer_dereference.20,SUCCESS,pointer_safety,line 378 dereference failure: pointer invalid in r[(signed long int)j],P4,array_bounds,0.188,unmapped_or_builtin_cbmc_check,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_ntt_butterfly_block.pointer_dereference.21,SUCCESS,pointer_safety,line 378 dereference failure: deallocated dynamic object in r[(signed long int)j],P4,array_bounds,0.176,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.pointer_dereference.22,SUCCESS,pointer_safety,line 378 dereference failure: dead object in r[(signed long int)j],P4,array_bounds,0.188,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_butterfly_block.pointer_dereference.23,SUCCESS,pointer_safety,line 378 dereference failure: pointer outside object bounds in r[(signed long int)j],P4,array_bounds,0.278,matched_candidate,3,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The function has pointer inputs/outputs, but the harness/review material does not discuss aliasing."", ""severity"": ""low"", ""type"": ""aliasing_not_discussed""}]"
mlk_ntt_butterfly_block.pointer_dereference.24,SUCCESS,pointer_safety,line 378 dereference failure: invalid integer address in r[(signed long int)j],P6,integer_overflow,0.176,unmapped_or_builtin_cbmc_check,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_layer.overflow.1,SUCCESS,integer_overflow,line 400 arithmetic overflow on unsigned - in layer - (unsigned int)1,P6,integer_overflow,0.417,matched_candidate,0,[]
mlk_ntt_layer.undefined-shift.1,SUCCESS,undefined_shift,line 400 shift distance too large in 1u << layer - (unsigned int)1,P6,integer_overflow,0.267,matched_candidate,0,[]
mlk_ntt_layer.undefined-shift.2,SUCCESS,undefined_shift,line 401 shift distance too large in (unsigned int)256 >> layer,P6,integer_overflow,0.333,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_layer.overflow.4,SUCCESS,integer_overflow,line 402 arithmetic overflow on unsigned * in (unsigned int)2 * len,P6,integer_overflow,0.462,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_layer.overflow.5,SUCCESS,integer_overflow,line 402 arithmetic overflow on unsigned + in start + (unsigned int)2 * len,P6,integer_overflow,0.429,matched_candidate,2,"[{""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] <= INT16_MAX` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}, {""message"": ""The assumption `(int32_t)r.coeffs[i] + (int32_t)b.coeffs[i] >= INT16_MIN` was not directly traced to Agent 2/4/5 evidence."", ""severity"": ""medium"", ""type"": ""assumption_without_traceability""}]"
mlk_ntt_layer.array_bounds.1,SUCCESS,bounds_safety,line 410 array 'mlk_zetas' upper bound in mlk_zetas[(signed long int)tmp_post_k],P4,array_bounds,0.267,matched_candidate,0,[]
