original_archive_path	sha256	size	retained_equivalent_destination	reason
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native/src/poly.c	f427dda46e29d53d3e33d683c9a8483bade3568eff43fb97b868a21bfd07c722	18569	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/poly.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native/src/poly.h	f24f980110953c1d361e04137e13e2f85f76db776903f85c98f24900e85f7aef	10117	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/poly.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native/src/poly_k.c	7dea24a0591b0fb033f7a8be214d687fbde11541c274a114ac3067af12b87c32	17662	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/poly_k.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native/src/poly_k.h	09bdfd4a19a9cb495832a78d0f099a6c949c40014472b33fb54d66bb56e660e0	22592	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/poly_k.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native/src/randombytes.h	137eb6e5854b8e58c2caec6eea86530c8e7495706f6f5b3e007e25a9875e164f	1649	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/randombytes.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native/src/sampling.c	0408bd0744346e2c59924ebc8a9a55e750a453b1595fc0fc85532f1626bdec0a	12913	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/sampling.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native/src/sampling.h	92501263f89afc3d6a5f06079bacbe1dfd5ba6db744c887e08cc1c521c0030eb	3853	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/sampling.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native/src/symmetric.h	168d0ec3bf50bd45cb0a103d7984e9ccf52f78697718b7e85efdf1beda7abc95	2596	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/symmetric.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native/src/sys.h	02e6b8901bb6334a378aab1f13538693f04726a5111aed7cc6c4cdbd41188f50	9543	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/sys.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native/src/verify.c	f8f89f1b8c8e5811ce134c0d90fb7828027336afeed231dc3ccb7ee6b73b9335	622	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/verify.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native/src/verify.h	13f44749f65099bee5bc55be260932d5e832bbd091335f1e47c31df464c1881f	15010	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/verify.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native/src/zetas.inc	303d1abccc4757d49a5c8df5f88080fefef617b7360056db5311bd94354096d4	1337	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/zetas.inc	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native_all.c	be0470ee1b1ed03d46cc788ee92e75cf547a952445a5f8e45fc9eec5ebbac9f0	1189	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native_all.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/mlkem_native_all.h	d9d4effcc7a7adbf4c432e3fe63c22fd22dfaf9db767c65299f988d5df91bdbb	579	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/mlkem_native_all.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/test_only_rng/notrandombytes.c	a11629c3372cd8b1ceb7ac6df80b9e1344c63b1df2f55a0d7d1cea2b34ddc12f	2013	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/test_only_rng/notrandombytes.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel/test_only_rng/notrandombytes.h	b7308b590b9d7bd57e9b6b37cbd5e0d1c2a6174926cefff72bbf4f90045cfd2b	674	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel/test_only_rng/notrandombytes.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/.gitignore	a16ce390164578975ec29da9b161ac23ca477f6b6b8fc8f5b051bda34e3b01ac	59	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/.gitignore	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/Makefile	9e6166f55ee61d7e92735f467f77c944c8e0e9f9df39a8def2d5cecb087e8865	2628	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/Makefile	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/README.md	583d4be5635f2082a85dc7f44f990ac46b8c7a460e70689c7ec804a92468bb49	3059	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/README.md	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/auto.mk	179af17d2e0a2442e9fe7b8a195af549dc0cf445de4a1ff9810818096293fffb	7211	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/auto.mk	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/main.c	29739c4d124609e1d49b2e0df82ba11b87a72a499198476d646d143cd104b8d1	6000	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/main.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native.c	bef0cf45ac2cc8338fa05ce0deb478c7d077f46f0ee59b24d03daa983ac56a45	21926	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native.h	df582b5462c592df89f0f8764af073acaa968086dc61e6c2d5cd6b12ac43c1b1	19752	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native_asm.S	3200c6dea105102cf67246bf1392b708024e9b8419d097a87564fcf619f5d9ee	24162	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native_asm.S	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native_config.h	627a584e5248714990a266ae26373deb7fae0410b1a0d1dd7d26aaa10be8dc74	22793	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native_config.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/cbmc.h	12fe62f76060aa2cdd41de6170e0c787c516ae753ed32579c9c39b1af55130fb	7954	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/cbmc.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/common.h	cc48998e9595ec4e59a3aa53d6be9e55ecccb3cdc047e661ccd94fa99955d675	9434	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/common.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/compress.c	9201bea6ddd1d7622cc6496d2f745fee52397d203392f75a3d6e52a400de5bad	24427	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/compress.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/compress.h	0f357a30e7ea37351854dc550e502e5a7eaf80184896bf92b40073175706e0dd	20187	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/compress.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/context.h	9e4cdb00eac5a3d1553e64a02dcba66300302f17f1f0d4f3bba64b65c1f53a90	1834	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/context.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/debug.c	263ac19f2b2bf5c784cbf04fd4c968762abedc6961d44f507c8953b52a38827e	1605	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/debug.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/debug.h	d1fab329b439fc6dd9c4234f3fe053e74b000d416e0f4e4464542813667f3750	4740	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/debug.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202.c	fb0654c0b33c45c929fdb2af2287807a7b8f312ac7f3baa3ddfaef0c030ef0b2	7438	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202.h	cad68aaacc2f3511f0a5a0c70f7ac827e76c78e862f1c5616de2b74c8b96a4a5	4922	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202x4.c	2e481ccbafc00765b210725c8e454f2b4dc622844eccf6a0c1e025657fcb5fe8	7353	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202x4.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202x4.h	c8d2e50f7ccce19822030786a1a99f0892db63ebe5b020fa91a5383c9700dd22	3156	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202x4.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/keccakf1600.c	65770564ec922faca7ec072eefc16bfdba2495a20d51cae0f6cce207835cdd7e	15788	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/keccakf1600.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/keccakf1600.h	88c06d4c546f46920a65001bcfad8cabb6173fb01ae071e02412c46043bdf54f	4385	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/keccakf1600.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/auto.h	1229009312b61690b2f56babf7a6f648fa9c51ef30d6a5d2a5b44cb23fcc00ff	2185	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/auto.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/fips202_native_aarch64.h	76f1cd9df93bd940b50f1e8863a72ee58c261be7dd37ae3d696134cde0af6035	3421	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/fips202_native_aarch64.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_scalar_aarch64_asm.S	6fbe5f3b9607bf318a8e74d22452bce5890832b5048fdb952842f929036d7586	11586	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_scalar_aarch64_asm.S	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_v84a_aarch64_asm.S	a0c147e3dc50889e1acf527610951b84b0d2fead2cf3ebac0f581019bef03e9c	6944	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_v84a_aarch64_asm.S	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x2_v84a_aarch64_asm.S	3f5c48c3b3dd108995929abf43f4920228adfe9a9f5ba7be6cdca380925bd0ee	8986	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x2_v84a_aarch64_asm.S	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_scalar_hybrid_aarch64_asm.S	dc389f0d1f8b677c37737608f706292f985e328bd72e668d1c974c8cfbf47793	35953	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_scalar_hybrid_aarch64_asm.S	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.S	b81dddd63984b5750f2cddc5a4ccc6b5e3ed7f541a15a62f1cd375bc819dd9d3	33242	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.S	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccakf1600_round_constants.c	e5ddd2b144d4006bc515a7259dc85be96f2029bcff1ab8802e8aa683767adeb9	2165	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccakf1600_round_constants.c	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x1_scalar.h	31a5c395ec7a2fcf084fc64e9e5b36d9b57c60f52242453970888f99a8cd033f	765	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x1_scalar.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x1_v84a.h	fd96189141a839c07acfb64e4460841e999716730be080376b2604d0aa709687	923	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x1_v84a.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x2_v84a.h	cea8a31cdac31aae7c62e02d8ee8b223d51fc8e48fd9f0059bed33e2e09476ac	1099	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x2_v84a.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x4_v8a_scalar.h	fc1ba65c9557eddad623ec15e193fa8ff18d970cd348ecd736bed092c5f4f5e2	765	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x4_v8a_scalar.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x4_v8a_v84a_scalar.h	af16e048da60454ae457d8519adf37c1e1ccf5decb455158d6a829be6a030f20	999	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x4_v8a_v84a_scalar.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/api.h	d4d8734a33d4b91e4ff53955751943ba60ea89a3b9da94a1f8bd42f1b4ee9c86	5069	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/api.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/README.md	ef41c9e748a12dac3da3c0a7d9a890115886ee0a1bb8d7141fb76f28fd9e8668	483	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/README.md	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
mlk_kem_check_pk_cleanroom/PKCHECK_01B_ACTUAL_BODY_ADMISSION_20260730T015957Z/mlkem-native_af4c5abd_pkcheck01b/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/mve.h	1be4f1af21ecdc4d388917441a7135fa3bc1f189b4b4f8bcd7723d12013b3f25	1927	upstream/mlkem-native/pkcheck-af4c5abd-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/mve.h	Exact SHA-256 duplicate of the retained campaign source-snapshot path.
